System,SOURCE_ID,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,e_gmag,e_bpmag,e_rpmag,Radius,Teff
966,1387743794930580480,231.70243259408699,37.683392407004234,17.726593017578125,17.65515899658203,17.90682029724121,0.0009113542189336429,0.006544632941616972,0.014076136227407133,0.014,19364.220
967,1388260114422878720,229.01915806901047,37.64559235052021,19.472719192504883,19.780128479003906,19.17524528503418,0.002093913950623343,0.031708429851855145,0.0362083736864429,0.017,6531.306
968,1388314578904207872,229.06804388886385,37.81999915384648,18.21086883544922,18.142061233520508,18.40692138671875,0.0013679420213388279,0.009481547615877245,0.022857580208809167,0.014,20464.446
969,1388768539766548864,229.1522037240048,39.68289892800152,19.019609451293945,19.23004913330078,18.678424835205078,0.002017940521937287,0.03311281751577736,0.043730211813107316,0.014,6776.415
970,1388842688082626944,231.09112975642586,39.331192116358565,18.269180297851562,18.204402923583984,18.473495483398438,0.0011232435919044275,0.01240086390753832,0.021439423619010953,0.014,21037.784
971,1390950275778578048,232.40774056650554,42.493931871653174,17.896324157714844,17.824073791503906,18.038854598999023,0.0009583459369423517,0.009988793259250246,0.017223418480087238,0.013,17660.378
972,1391258894950913280,234.89893201078564,43.6969310006633,19.899797439575195,19.94843292236328,19.864116668701172,0.0028305248406975503,0.06813329073225435,0.06986721310292124,0.009,11040.786
973,1391723889583920512,227.72373240515486,39.6589442685159,17.22071647644043,17.165334701538086,17.358449935913086,0.000844455059119388,0.004770459971516216,0.015221312194542296,0.014,16519.618
974,1392065975139109504,227.7903075895759,40.80006342470798,15.65852165222168,15.775186538696289,15.440579414367676,0.00043554897272161697,0.0017761540285505166,0.002020384596197377,0.021,8109.611
975,1392255675254628096,229.03341632965876,40.92174242692906,17.11528205871582,17.110483169555664,17.178102493286133,0.0006905868156926219,0.004318605245271906,0.00583611707377604,0.014,12971.793
976,1392710284657419264,229.38532058518106,42.8946247387701,17.730121612548828,17.642419815063477,17.938282012939453,0.0010195321795361124,0.012383028499617518,0.01803843168377337,0.015,22181.964
977,1394111509147586304,231.50855530441635,43.486677747536774,19.70459747314453,19.784591674804688,19.50836753845215,0.002756850135952763,0.060771527178291054,0.05160381371547376,0.016,8851.156
978,1394391614030665472,230.57149233598616,44.548762756756325,16.643285751342773,16.59882354736328,16.764867782592773,0.0007084792726588234,0.003030459327582436,0.00496511407215943,0.022,15100.802
979,1394753761376882560,232.28095444911375,44.89183066107307,18.029253005981445,17.95310401916504,18.25113868713379,0.001269349861524082,0.010606111611818831,0.01628583495252033,0.013,22698.649
980,1395012150905705600,229.14754289970048,43.755626150470626,17.408964157104492,17.332883834838867,17.578670501708984,0.0008292745604262434,0.005438875975822947,0.010443908171376456,0.016,18793.168
981,1395100313699620992,229.33081109103298,44.35814935727734,20.214805603027344,20.216829299926758,19.604928970336914,0.004461653413376692,0.0740438090543407,0.09111687412275815,0.017,6561.453
982,1395293935119779584,228.4312709565437,44.57678393513392,17.392017364501953,17.30072784423828,17.573139190673828,0.0012472103397159033,0.00583294986439636,0.01312752285731285,0.027,20749.135
983,1398917238250594304,240.80243717713103,47.793993887997935,17.616559982299805,17.560012817382812,17.776044845581055,0.001091720046075922,0.007840223059491109,0.010666447095637237,0.020,17538.805
984,1400573648221785472,241.31410454129298,50.52726814189771,17.74418067932129,17.691251754760742,17.854267120361328,0.0011276166176368324,0.009634142773025444,0.010741930195073784,0.017,15381.546
985,1402147706492229120,232.42921227065128,48.60685514594209,14.444905281066895,14.273417472839355,14.7700834274292,0.0006258128375033732,0.0019296627762270628,0.002482050499696757,0.018,41591.061
986,1402721307964211072,234.06652224860406,50.23001943338624,15.779339790344238,15.878966331481934,15.608105659484863,0.0006096066755988523,0.0021529648975150725,0.0022003499024250157,0.023,8590.135
987,1403632008534257024,241.7928642153656,51.30813072987179,18.325477600097656,18.22791290283203,18.5539493560791,0.0015943844268862084,0.012984095097116738,0.02273980742865289,0.013,23878.113
988,1404831472640252928,240.30182069433775,53.284497826584875,16.46613311767578,16.677576065063477,16.09538459777832,0.0005032530201747452,0.004514379780498634,0.003287005076917923,0.013,6591.739
989,1406186384499720704,250.42587590912171,45.6680960625976,16.35279655456543,16.28048324584961,16.521116256713867,0.0007161577615327312,0.002925855737184849,0.004517198487164419,0.015,18365.383
990,1407004867827492224,251.21445953661194,46.7101745244446,17.023550033569336,16.927316665649414,17.239450454711914,0.000702472523393619,0.004136693905003761,0.0068017427037413624,0.013,22387.211
991,1407203634618490368,248.99990278055708,46.698511293771126,18.903196334838867,18.869709014892578,19.06769371032715,0.0016766820849348889,0.023183593603863753,0.03900642745690982,0.012,17538.805
992,1410178466406378880,247.01248767942695,47.80907431537193,19.613750457763672,19.637741088867188,19.577363967895508,0.00267614664727344,0.057637135467460736,0.06798639750340851,0.015,11066.238
993,1410341056687986816,249.90062998447632,47.720105846434016,17.913362503051758,17.846548080444336,18.044342041015625,0.0011747738485687164,0.010707150782234864,0.02019990147498016,0.013,17060.824
994,1410365456397877248,249.9145918718333,48.1154004827279,17.542734146118164,17.483108520507812,17.697282791137695,0.0009368111726327661,0.00749157316457443,0.009726238924106722,0.021,17660.378
996,1411292580922301312,246.74908252132295,49.30145793811446,16.467876434326172,16.544910430908203,16.33770751953125,0.0005122346369822362,0.002541098793681622,0.004180261045736136,0.013,9268.298
997,1414363413824188160,258.38491733140717,49.63066557121958,19.238927841186523,19.549453735351562,18.645915985107422,0.002374893848126435,0.05730276247729785,0.04264278235683048,0.013,5321.083
998,1414508961671724544,257.151587454226,49.77052071147692,19.442485809326172,19.6688289642334,19.169450759887695,0.002643466521515406,0.03779222421428175,0.04474464837989181,0.011,7079.458
999,1418167865786389376,266.7412746149592,55.1508014678791,16.310304641723633,16.225793838500977,16.459640502929688,0.0006394286337820592,0.002991562331387882,0.008510206569295301,0.011,18323.144
1000,1422344395064093056,263.8051471939805,57.50353268057449,16.60055923461914,16.603557586669922,16.6436824798584,0.000922844152334736,0.004419894631324714,0.004992711713732969,0.014,12416.523
1001,1424058735554640256,246.02163641954408,51.12101031899006,18.04490852355957,18.014659881591797,18.164535522460938,0.001269933335258874,0.008516272853952804,0.027046880425361172,0.014,15240.528
1002,1424062412046712576,246.3559278753405,51.172309493391886,19.94845962524414,20.041362762451172,19.98095703125,0.0036145541529626728,0.05137362510671988,0.08211308759733862,0.008,11324.004
1003,1424556917401206400,243.3798075205092,50.902411244381575,17.588245391845703,17.689538955688477,17.428892135620117,0.0008683609623937861,0.0070681773662518285,0.007065363498479154,0.014,8790.225
1004,1424795481360349824,244.64266302231715,52.302955887387824,17.790945053100586,17.76591682434082,17.854740142822266,0.0011262619534094787,0.011309531861954407,0.018719812051159974,0.009,13899.526
1005,1424915637365582720,245.44679764222852,51.9554718177788,19.276809692382812,19.353126525878906,18.74414825439453,0.0025104024306199847,0.05549523811857448,0.06589129142156586,0.024,6823.387
1006,1425362550186379520,247.2400380124531,53.90843086676211,18.315622329711914,18.270732879638672,18.484180450439453,0.001401660096554211,0.014953769261308897,0.027088584487836118,0.013,17947.336
1007,1427870433130526720,243.24032892135153,52.69601593065245,18.63361930847168,18.814167022705078,18.402997970581055,0.001912570342945255,0.018534306531196722,0.01895073386792221,0.013,7620.790
1008,1429017434212861312,243.02405509857837,54.58217638078685,16.978025436401367,16.856637954711914,17.266210556030273,0.0007272828619714711,0.005027252179393041,0.009038747430737265,0.015,29040.227
1009,1430132403427068672,249.03750844955962,56.026398366504566,18.18538475036621,18.09954261779785,18.42510986328125,0.0014227286525289975,0.013882638491727085,0.025186960135583764,0.015,23933.158
1010,1432809198849786880,258.52259328678224,56.784417997144764,18.29766273498535,18.34905433654785,18.234582901000977,0.0013683811299545724,0.015979285277923742,0.02189082466870137,0.012,10303.861
1011,1432997352772039168,258.2779070628283,56.92366283551654,18.145811080932617,18.108768463134766,18.31976890563965,0.0013674444535320292,0.014063971784258448,0.019249741390895657,0.014,17782.794
1012,1437711302717071488,258.95422272536035,61.095913410414056,18.661470413208008,18.641149520874023,18.757259368896484,0.0016462895183384793,0.020255902032901327,0.04040110773138213,0.010,14655.478
1013,1438252232373823360,255.4950319530535,61.18851395143312,17.00462532043457,17.04811668395996,16.94620132446289,0.0007285851972368063,0.0050939557220497905,0.004662258866916097,0.012,10399.202
1014,1440528904342216704,263.0711874744002,64.12138088058124,18.037975311279297,17.969051361083984,18.313030242919922,0.001370784040234388,0.010363913960931802,0.01863532814241049,0.013,25003.454
1015,1440588832022518528,264.67599505734086,64.92617374757859,17.72108268737793,17.6015625,18.003093719482422,0.0010796152436740945,0.009019699233830347,0.0165829351099254,0.016,29444.216
1016,1441741734388869376,203.90283218092387,21.13714933749448,15.285472869873047,15.122444152832031,15.505965232849121,0.0004857515588128503,0.0034234825745313004,0.006414134485147411,0.017,26001.596
1016,1441741734388869376,203.90283218092387,21.13714933749448,15.285472869873047,15.122444152832031,15.505965232849121,0.0004857515588128503,0.0034234825745313004,0.006414134485147411,0.017,26061.535
1017,1443562766161641600,205.89418629560598,22.918094786470245,16.16204833984375,16.05243492126465,16.382904052734375,0.0005150915468544652,0.0030118033342354336,0.0045812061479862,0.014,22908.677
1018,1444086923970555776,206.77439333815627,24.31595240970793,18.07337760925293,18.152244567871094,17.935592651367188,0.0009564227947513271,0.009404684332710956,0.013217628418601877,0.020,9099.133
1019,1444528416543875456,206.75471538856266,25.882164473198053,17.424945831298828,17.61046028137207,17.08647918701172,0.0005728302903214842,0.007591393809441151,0.005932572696884373,0.014,6902.398
1020,1445592159684501504,204.96923929870755,26.49946607827573,18.900461196899414,18.840618133544922,19.000133514404297,0.0016837141182115224,0.017992975583632918,0.03314370648877549,0.012,15667.511
1021,1446192252514736640,199.87540788920714,24.17235474101249,18.087709426879883,18.022653579711914,18.22016143798828,0.0012660927745089454,0.010451501059601501,0.019921684806299484,0.015,16672.472
1022,1448474460697313408,203.97629176136942,26.16381557381474,18.460430145263672,18.345800399780273,18.747594833374023,0.001371434076008728,0.015189506609120867,0.02451435106018379,0.025,28379.190
1024,1449727521700096000,202.32598870125142,28.390052409684543,18.275333404541016,18.190528869628906,18.508474349975586,0.001311719920129422,0.010194759406580132,0.02130037266055895,0.014,22803.421
1025,1450317998098961920,208.7142917003385,25.51327447029854,17.316192626953125,17.200307846069336,17.55858039855957,0.0007244875059516133,0.004351070060394122,0.009324870236135449,0.016,25234.808
1026,1450322361785735296,208.60648874492654,25.585726590369575,17.42290687561035,17.33840560913086,17.626108169555664,0.0007412059424465983,0.0045964910266719245,0.012478007357587887,0.015,20844.909
1027,1451230627109860224,209.3945865758703,28.019844895743518,17.068876266479492,16.94025993347168,17.337772369384766,0.000697602316236455,0.004138154266849593,0.010457903474001764,0.015,28054.336
1028,1451240763232637312,208.99136136618657,28.072033701159956,18.347583770751953,18.47305679321289,18.133676528930664,0.001265372194441887,0.013347304832391162,0.01519007044298362,0.016,8128.305
1029,1451551478346959744,207.33619703252762,27.58558221313404,17.267324447631836,17.137046813964844,17.543981552124023,0.0006570397242930897,0.00604581519163908,0.00829337728767128,0.016,28906.799
1030,1451597172503533696,206.0942967971809,27.169371717827836,17.816486358642578,17.69310760498047,18.085439682006836,0.0008035468843080819,0.007248923046068137,0.015178047481506323,0.029,28248.800
1031,1452337006389928960,208.39489263277636,29.482644195359264,17.361854553222656,17.52469825744629,17.090112686157227,0.000880573950625272,0.0064468884126077505,0.006704009056564308,0.011,7430.191
1032,1453142364297514368,212.99306332980515,29.73482392205186,20.141359329223633,20.398887634277344,19.555591583251953,0.004302739188175498,0.07069999801572774,0.03632316021714004,0.013,5508.077
1033,1454404711020740864,209.92702570217875,31.048753035447245,17.682031631469727,17.596073150634766,17.876914978027344,0.0009886652806805536,0.005727901699520108,0.011028491056212108,0.013,20701.413
1034,1454634337152541696,210.96153500988996,32.316616840517106,17.389724731445312,17.2425479888916,17.704975128173828,0.0008286340917624768,0.007910404559820674,0.014005995424299039,0.013,37325.016
1035,1456369400860797824,205.1102222855541,30.203015985214492,17.243545532226562,17.137615203857422,17.481414794921875,0.0006101211046655552,0.0038856798098374583,0.008387910719831417,0.014,24043.628
1036,1456903763514134272,205.11300138317497,32.473187684618296,16.85041046142578,16.947582244873047,16.672964096069336,0.0004739437008780996,0.0025479829361779206,0.004094833443342663,0.014,8649.679
1037,1457090126437177984,208.80144461240926,31.337766246269368,17.699718475341797,17.66876220703125,17.84128189086914,0.0009155619264133914,0.006732837550381829,0.013759833699719748,0.013,15812.480
1038,1457097926097774976,209.19960058519115,31.3187530826507,20.015764236450195,20.33631706237793,19.805143356323242,0.0032855705672172877,0.05185716166491014,0.06589450730602443,0.012,6886.523
1039,1458210842321624448,207.47872649501923,32.59903222892528,19.413314819335938,19.852319717407227,18.8886775970459,0.0017920030970135013,0.032606861086323956,0.02492124231528242,0.013,5152.286
1040,1460767992832014976,195.65858618525667,27.85699942065057,18.221406936645508,18.292552947998047,18.103219985961914,0.0009308874991571524,0.010662188552773457,0.012596701407470056,0.013,9440.609
1041,1462109401313971968,200.85049652101128,29.642823791869734,18.2014217376709,18.129730224609375,18.316987991333008,0.0011079418223515999,0.010628787608156927,0.01739780240830641,0.014,16330.519
1042,1462112390610829056,200.87186904503838,29.77292901997431,17.99485206604004,17.934614181518555,18.164688110351562,0.0009077833291320221,0.012624474475049363,0.01634613345530837,0.013,18071.741
1043,1464640782023043072,194.64367263213396,30.32098548017618,17.60059928894043,17.517223358154297,17.836929321289062,0.0009982753921652144,0.007352665770472503,0.01195649638197253,0.017,22855.988
1044,1464852682825074432,192.89666227255933,29.345506130386195,17.43006134033203,17.382801055908203,17.57860565185547,0.0009056682908479722,0.005838545957348963,0.011506432547258052,0.013,16519.618
1045,1465214177336901376,191.91707031020698,30.501779021957162,17.91075897216797,18.094728469848633,17.628292083740234,0.0016077939810025521,0.015238952897825,0.011816064948125253,0.013,7227.698
1046,1465589351320445696,194.22390036852124,31.33614132674257,17.13172149658203,17.175046920776367,17.094646453857422,0.00085278520035339,0.005649910244024021,0.009348325436923925,0.014,10568.175
1047,1468261714331132160,201.94620669920732,30.550771915101464,18.681203842163086,18.618881225585938,18.955554962158203,0.0012181412388300144,0.013554719922498732,0.02194190293465785,0.011,24266.101
1048,1469801030610880640,200.89827351278382,33.37195161283772,20.122533798217773,20.250146865844727,19.27831268310547,0.004285968581547591,0.08559294242833368,0.06855241697415308,0.018,5140.437
1049,1471200330954851584,207.13164669250668,35.43323132915961,17.40642547607422,17.3188419342041,17.607637405395508,0.0006852984758210001,0.004690380604712402,0.008376380431482672,0.014,20844.909
1050,1471541969835207552,206.56292585556125,36.92463022505321,19.480741500854492,19.552474975585938,18.826555252075195,0.002100524593181419,0.04489100852078043,0.06698320284357369,0.013,5942.922
1051,1471919587654666240,202.97538050296623,35.7510524231733,17.354455947875977,17.212427139282227,17.664934158325195,0.0005531741601051598,0.003395797250381448,0.007969507842209785,0.015,34040.819
1052,1471998511973713152,203.75408595031382,36.16673628534871,16.636432647705078,16.69003677368164,16.56075096130371,0.000582149013899995,0.0031787235646032574,0.003696693304372457,0.013,10023.052
1053,1472029470098019072,204.12623679187843,36.39617273428707,16.25178337097168,16.461669921875,15.891014099121094,0.0003259794724525476,0.0023426968939609114,0.0021300777603922034,0.014,6652.732
1054,1472099976281071360,203.7981667658422,36.78335980997718,17.60841178894043,17.551185607910156,17.765907287597656,0.0006898487514144706,0.006222204383626161,0.010170732275371961,0.021,17060.824
1055,1472500473391093120,204.21641207387222,37.455510703777854,16.92070770263672,17.060916900634766,16.66248321533203,0.0004994752000347059,0.0044584733094185005,0.004055904116369364,0.009,7673.615
1056,1472821908743764096,200.49734416182568,33.75139947286902,17.805639266967773,17.9112606048584,17.64778709411621,0.0009745782989642861,0.007618143866658795,0.011379897208454483,0.009,8770.008
1057,1474090607723007104,197.48908991529115,35.163206786110706,15.322331428527832,15.339685440063477,15.305130004882812,0.000982506111755118,0.0031961322987064827,0.002546853381393195,0.013,11194.379
1058,1475528008721762816,204.30810299909422,37.66874484071028,18.876333236694336,18.852458953857422,19.02730369567871,0.0013730178718912795,0.01545699268473653,0.03224031622482875,0.022,15631.476
1059,1476308180941553024,201.79138242838428,38.956541919294196,17.93279457092285,17.86071014404297,18.102497100830078,0.0007270037386976389,0.006538334318424933,0.012936845079562487,0.014,18578.045
1060,1476702321500114432,202.26744101225768,39.465655280305754,17.799501419067383,17.9505615234375,17.552309036254883,0.0006976455735962418,0.005203856840810604,0.00794068392967887,0.015,7691.304
1061,1477571558456787456,213.13796565217578,31.566679478283067,16.6008243560791,16.5189208984375,16.791303634643555,0.0008181892107426221,0.003432814630468166,0.006268599352573527,0.013,19906.733
1062,1477612029933470080,213.8905266020468,31.598120709037286,18.925823211669922,19.24922752380371,18.388439178466797,0.0018447793157711338,0.02729208647579695,0.028025883682330326,0.014,5445.027
1063,1477662783562284416,213.93084033328307,32.16567022646294,17.643632888793945,17.606672286987305,17.91275405883789,0.0008777048746384169,0.0070788779099662585,0.018691596963164164,0.012,22181.964
1064,1477734110083441664,213.50905123538658,32.535737227387514,17.9825439453125,18.034244537353516,17.887802124023438,0.0010611625808817917,0.007418448640829751,0.015554454492359704,0.012,9908.319
1065,1478950517840113408,213.6017291743994,33.4620419578187,18.00092315673828,17.971410751342773,18.12645149230957,0.0008762361541284445,0.00703295709219863,0.010375422569418256,0.021,15170.504
1066,1479376028837934464,213.56273680932924,34.948313350872404,17.145469665527344,17.095321655273438,17.283260345458984,0.0005734274756839956,0.003237123568825941,0.006333007431726464,0.014,16255.488
1067,1480557969477795200,217.98539151291942,37.10851373856006,15.232511520385742,15.079362869262695,15.535758972167969,0.0005016841311855522,0.001509524577302236,0.0018544927208513694,0.015,33036.954
1068,1480793711642950784,215.34450884608535,35.708943611781166,19.1400089263916,19.145315170288086,19.29743194580078,0.0016220641957317588,0.020160558659874855,0.036920153806887256,0.015,15667.511
1069,1481311753417900160,217.6776249039448,37.170531741991596,15.471409797668457,15.4516019821167,15.54278564453125,0.0005357310939934702,0.0014371270412824977,0.0021654972306191056,0.023,12852.867
1070,1482708816083818752,212.7558735004002,36.28930010504237,18.580528259277344,18.57790184020996,18.669992446899414,0.0010873413561718896,0.01486157408011821,0.026459385749056097,0.013,13740.420
1071,1483517644325323648,211.67600371067013,36.631899798499624,17.566574096679688,17.447038650512695,17.845012664794922,0.0006837089443887905,0.004677560125489529,0.008507473829601382,0.014,28313.920
1072,1483688176004033920,210.28524072824032,37.04842964089319,18.032625198364258,18.15057373046875,17.84484100341797,0.0008249256195320995,0.007290514261285054,0.010296861916933278,0.013,8394.600
1073,1484279365365284736,213.41719228169663,37.22301818908769,18.502395629882812,18.474536895751953,18.713998794555664,0.0012241748861226743,0.010564666482793951,0.023243710142217055,0.013,19010.783
1074,1484346573013304448,212.71941075125392,37.55317305880663,18.335369110107422,18.297651290893555,18.43573570251465,0.0010554241547409751,0.007507381507146794,0.021257332373038146,0.013,14893.611
1075,1485286419233196928,212.79578455026305,38.62287569158443,17.311279296875,17.25133514404297,17.4758243560791,0.0006837909920809339,0.004740154352321232,0.0067177770827333665,0.019,17619.760
1076,1485852491629542144,214.32901682516706,40.3651775169188,18.89575958251953,19.086956024169922,18.479721069335938,0.0013941725308013531,0.017527505657822007,0.020732335554170096,0.011,6471.426
1077,1487335427869316736,217.88244306318924,37.589771326623236,19.18917465209961,19.756494522094727,18.434892654418945,0.0017896016390419346,0.04198104295440867,0.02427655745621193,0.019,4111.497
1078,1487362258530962944,218.40027423982426,37.861085118564034,17.379661560058594,17.434547424316406,17.323650360107422,0.000700677892381491,0.006189214395631874,0.007457488086259265,0.011,10327.614
1079,1489456042202894720,223.4857796662539,42.371450600065586,17.6265869140625,17.73687744140625,17.467599868774414,0.0008203144259018603,0.006905911386299453,0.012542206030176953,0.020,8649.679
1080,1489481945152374912,223.8304604760199,42.68209942250778,20.33049964904785,20.426204681396484,19.614696502685547,0.004248850838336589,0.07501548953171054,0.06322650198567023,0.011,5610.480
1081,1489703805980259712,220.7143791502748,41.67003898562159,17.27704429626465,17.24754524230957,17.395750045776367,0.0008059705968316291,0.005601734083219042,0.0075249253019170174,0.013,14996.848
1082,1489879727841343232,220.00656591985918,41.66867134626477,19.439096450805664,19.496522903442383,19.233200073242188,0.002187570906494031,0.030516644593315646,0.03285719000030834,0.009,8810.489
1083,1490684952605683456,222.0986747111557,44.728884154346304,17.387678146362305,17.36577606201172,17.52842903137207,0.0008856239760416005,0.005728859531133635,0.011275666323666464,0.025,15170.504
1084,1492278518615941504,215.44741431762486,42.43919363159087,17.327966690063477,17.41736602783203,17.15103530883789,0.000638819662218124,0.005355622714383694,0.006927112949739039,0.007,8729.714
1085,1492517013856091264,216.21257198218038,43.15701167576707,16.008602142333984,15.906964302062988,16.219623565673828,0.00046990985120095414,0.0014541301740102408,0.003246714605807711,0.015,21877.616
1086,1493049619863904640,219.3356966686816,42.721264057434404,17.781877517700195,17.756101608276367,17.895309448242188,0.0010098182890384648,0.006934723754640736,0.015965170491016804,0.013,14825.181
1087,1493747912827890176,220.91144554739284,45.24523077653957,18.301237106323242,18.166412353515625,18.052860260009766,0.001285677107955941,0.029552982538138917,0.041300813837455944,0.019,10115.795
1088,1493934284343845504,220.29798711927157,45.195574428621406,17.240442276000977,17.3349609375,17.117902755737305,0.0007450574430377615,0.004955355735928038,0.008783909931457933,0.014,9162.205
1089,1495065574433874560,219.06868362276055,46.9297776055008,18.472200393676758,18.403575897216797,18.672197341918945,0.0012847279554472604,0.011254781762642102,0.021335597505975315,0.014,20464.446
1090,1495825646205652864,209.79681027652097,38.116372023534396,18.135042190551758,18.07863426208496,18.304668426513672,0.0008593184642159823,0.008586053426503005,0.018410418972560662,0.014,18030.177
1091,1495992982428075392,209.6326469025826,38.73097822510779,16.20492172241211,16.098159790039062,16.407615661621094,0.00047655749616201426,0.002081186383080948,0.004125164756926077,0.021,21527.817
1092,1497057722000619264,208.82332016868764,40.0576758762145,16.779865264892578,16.788223266601562,16.808834075927734,0.0006629699864573948,0.002996485503954615,0.004149147648462762,0.014,11967.405
1093,1498271376679465600,213.03126066407543,42.27400531434479,16.00841522216797,15.96614933013916,16.129728317260742,0.0005853138279899728,0.0018396121827840082,0.002778049408228121,0.014,15310.875
1094,1498332021616231424,211.8726242409298,41.58259820062957,19.415557861328125,19.75043487548828,18.91977310180664,0.0021461951677697903,0.03369464525828931,0.026082116958015895,0.011,5533.501
1095,1498339542103541120,212.23915460201096,41.87049874179116,17.368112564086914,17.248516082763672,17.64368438720703,0.0007329469528519156,0.0053189719862905905,0.008023214556422796,0.022,28054.336
1096,1498447607777405312,212.4384138272362,42.266804579248316,15.066474914550781,15.12316608428955,14.96811294555664,0.0003916883503160268,0.0012128605589414965,0.0013477385092152384,0.013,9749.896
1097,1500004000845782912,204.35524456134019,39.8771188018336,16.595613479614258,16.706504821777344,16.40009880065918,0.0004512943076345692,0.002661560654490061,0.0032648944750487447,0.027,9311.079
1098,1502389975438557952,207.58377503062417,43.96396606827666,16.652196884155273,16.573963165283203,16.820009231567383,0.0006446082475191128,0.00378388925674697,0.005851225257395603,0.014,18492.686
1099,1503808066264043136,207.2128394274543,46.31396997782071,17.70632553100586,17.813199996948242,17.527198791503906,0.0007961339219544062,0.007525635310560544,0.0065333857252029715,0.013,8550.667
1100,1504443450842002176,213.7270543225863,43.61566426670006,17.257646560668945,17.516542434692383,16.857553482055664,0.0005830891633822968,0.006731173600185344,0.004905484527610244,0.013,6223.003
1101,1504453896202493568,213.9955366274641,43.62083327774393,17.77631187438965,17.987234115600586,17.41840171813965,0.0008419620476449015,0.006863019021765345,0.007161542045705712,0.013,6668.068
1102,1506940098151351680,216.00071262808075,47.48587263873086,18.555294036865234,18.522451400756836,18.66145133972168,0.001351768915612623,0.0102286350417296,0.025220972228744098,0.015,14893.611
1103,1507131271439595264,217.05184514143062,47.72136186551251,20.22589874267578,20.361614227294922,19.82906723022461,0.003950345053640928,0.0549947719786968,0.06426584242328635,0.013,6886.523
1104,1508121484739540224,213.6122108757762,49.275145680051104,18.092933654785156,18.04706573486328,18.286758422851562,0.0011447517048926385,0.009534411951055694,0.022149227704244663,0.012,18663.797
1105,1509045216241670016,208.87681942131954,46.556920839021565,17.236478805541992,17.25048828125,17.260873794555664,0.0007629487697309736,0.0045554552460550495,0.007183889884051759,0.013,11857.687
1106,1509570125668712576,209.80716437969866,47.670061088844186,18.66014862060547,18.69001007080078,18.515758514404297,0.0013293148929133347,0.01239627682043602,0.019568834013379117,0.016,9571.941
1107,1510610061806854912,208.87909215898682,49.57408243592817,18.410018920898438,18.294902801513672,18.60471534729004,0.0012818061624100803,0.013201422393439945,0.03241957384368822,0.017,22233.099
1108,1510836763065573248,208.12588980501056,50.016394324407884,19.12213706970215,19.103557586669922,18.814712524414062,0.0020529188788445027,0.03457060050441975,0.06309653128807068,0.018,8531.001
1109,1512158101162685952,209.44159333114635,50.33172113608638,17.962068557739258,18.016130447387695,17.945371627807617,0.001119933001614319,0.01063439790167261,0.019089856599228044,0.013,10715.193
1110,1512752769450543488,210.93107339337897,52.11349475586453,16.37665557861328,16.541648864746094,16.089763641357422,0.00040656581280848757,0.0025873350877260674,0.0027257580315661416,0.013,7328.245
1111,1512865022715710464,211.1625505425373,52.72385385716382,17.84690284729004,17.985992431640625,17.62261962890625,0.0008934701955417749,0.007152420320565157,0.008175229811200745,0.013,7943.282
1112,1514480407159588096,190.64455916448324,32.326056553223204,17.887191772460938,17.868486404418945,18.02619171142578,0.001150111872698588,0.008974495218416107,0.015539904490962401,0.015,15135.612
1113,1515909256879223168,193.8371622864169,34.709390131485655,17.955463409423828,18.024356842041016,17.83912467956543,0.0011208930004349951,0.008933236756973731,0.012924971209902405,0.013,9484.185
1114,1517078037739515136,192.99769887848325,36.67594273518934,17.54939079284668,17.498403549194336,17.715869903564453,0.0008519418105909354,0.00484343952244425,0.010962183964983142,0.014,17338.040
1115,1517185072620829952,194.05271659299873,36.37661188912174,17.096832275390625,16.95282745361328,17.398548126220703,0.0005916437948767227,0.00392221456510347,0.006922735755854818,0.016,32734.069
1116,1518084606274982784,187.21825864655565,34.203786558229055,18.4324893951416,18.36956787109375,18.597082138061523,0.0012176271698635158,0.010146847396385593,0.02780981222766603,0.022,17579.236
1117,1518352719609121280,189.38112853249362,34.806181015041126,17.4536075592041,17.54214096069336,17.31672477722168,0.0007909818638638839,0.005746650921540375,0.007765684535720303,0.010,9120.108
1118,1519336713796357248,186.64763957011823,36.229519486071446,17.72781753540039,17.760990142822266,17.73417091369629,0.0017452770263833674,0.010913258162466043,0.010967067841246066,0.013,11297.959
1119,1520200272805635840,191.4266344367746,37.20140140203834,17.087852478027344,17.009658813476562,17.291854858398438,0.000880286698725147,0.004879227427623091,0.00930487580842045,0.016,20183.664
1120,1520349256631388800,190.11046070119053,37.39639106903811,17.32278060913086,17.277048110961914,17.51931381225586,0.0009348491310652667,0.006225266335837524,0.013632753046398143,0.012,18450.154
1121,1520588026748241792,192.84635053625308,38.00804075888635,17.348613739013672,17.402475357055664,17.291900634765625,0.0008514000641005592,0.004950150580570773,0.007492803291803034,0.015,10185.914
1122,1521018481255324288,192.98745396884493,39.67456999315982,17.819812774658203,17.884855270385742,17.750680923461914,0.0007936081405798371,0.008982446517510267,0.010178723434701456,0.014,9977.001
1123,1522443933657255936,197.45863629022705,37.25886589061259,17.271347045898438,17.351083755493164,17.13257598876953,0.0006591230196692514,0.005227526951770582,0.010338080905115926,0.014,9141.132
1124,1523004199254889216,198.69260596490395,38.623774226048624,17.793354034423828,17.755464553833008,17.941823959350586,0.0009282868883437491,0.0068390004949305735,0.01462317273815208,0.010,16481.624
