log(L),logg,age(Gyrs),Radius,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
-1.4075,8.3018,0.0538,0.0105,8.2587,25118.864315095823,16206395.052319413,31397343.667104542,6575580.899985002,35485985.59106872,43326035.78221973,13454912.254816366,5579584.523580838,2487499.3039277256
-1.3245,8.2989,0.0417,0.0105,8.0513,26302.679918953814,17686684.189689945,34515399.67273148,7100584.912320972,39955527.7938696,47545449.10942815,14602959.135386616,6020074.433121842,2673270.881577122
-1.2414,8.2958,0.0314,0.0106,7.8436,27542.28703338169,19011364.511903286,37371434.9959593,7550591.814454397,44297961.3085966,51380203.69337095,15605861.112334698,6396298.581736397,2829110.0110764704
-1.1582,8.2925,0.023,0.0106,7.6354,28840.31503126606,20922486.138968952,41424738.38057617,8225096.328585801,50283296.24695428,56837611.82494984,17079994.932490803,6960632.878767539,3067113.4148691585
-1.0747,8.2891,0.0164,0.0106,7.4268,30199.51720402019,23104325.20325129,46061680.04561458,8998725.266916795,57198381.4234464,63054461.58723769,18764099.944825783,7605516.775306542,3340795.0653889896
-0.9911,8.2855,0.0116,0.0107,7.2177,31622.776601683792,25036721.82024632,50227776.07959536,9672643.201246558,63695377.319761276,68593031.45274888,20236337.441054773,8163058.403983377,3575806.5096037034
-0.9074,8.2817,0.0085,0.0107,7.0084,33113.112148259075,27497769.297458317,55470738.70890959,10550308.721324218,71618944.24026603,75599686.8951702,22139709.222345747,8892275.381659841,3887353.2786569833
-0.8236,8.2779,0.0064,0.0108,6.7989,34673.685045253165,29429135.755099744,59640873.27347043,11223936.796767404,78160613.3984821,81125995.89908557,23607606.471714668,9446978.960642083,4123006.837784596
-0.7397,8.274,0.005,0.0108,6.5891,36307.8054770101,31846191.944324024,64795372.93919616,12083290.382622395,86001882.77526623,88015678.49694113,25469003.732384622,10159982.224879103,4428065.690791218
-0.6556,8.27,0.0041,0.0109,6.379,38018.93963205613,33624204.89547425,68646517.33666916,12701637.897232503,92083639.11310907,93135351.14567101,26819240.335798334,10669092.077377528,4644388.811399746
-0.5713,8.2657,0.0034,0.0109,6.1684,39810.71705534969,35989185.96094884,73691688.72158054,13538786.122040603,99756791.90010934,99869886.50073528,28636930.93785798,11363901.566531401,4941838.746439432
-0.4869,8.2613,0.0028,0.011,5.9572,41686.93834703355,37677289.2291535,77361723.12879144,14124313.650455585,105557743.96780837,104747141.92674622,29916728.332040068,11847728.37368434,5147024.0283448575
-0.4023,8.2567,0.0024,0.0111,5.7457,43651.58322401656,39338614.65416283,80959076.82175936,14699642.268866839,111262678.9215875,109527101.46697176,31172634.715355515,12321242.3960382,5348298.134055875
-0.3174,8.2518,0.002,0.0111,5.5335,45708.818961487515,41734869.68425027,86088580.57631682,15549154.035854217,119066479.39763093,116370150.13393117,33013647.547068235,13026102.809123777,5649572.788986684
-0.2322,8.2466,0.0017,0.0112,5.3206,47863.0092322638,43433914.69015231,89766741.24135165,16136029.459678035,124887630.17683816,121263893.09551948,34300734.71857768,13511526.388825592,5855790.364097875
-0.1468,8.2412,0.0015,0.0113,5.107,50118.72336272725,44993329.530141234,93135364.3445438,16673847.93682817,130208274.2913332,125756564.70583014,35479915.84566884,13955441.22973664,6044281.452002174
-0.0611,8.2355,0.0013,0.0113,4.8928,52480.74602497723,47558498.23756866,98617642.85196954,17582306.09267518,138560226.00215867,133073219.84933078,37447478.58291195,14709014.366499074,6367144.103187797
0.025,8.2294,0.0011,0.0114,4.6776,54954.08738576248,49387303.71926854,102579789.17461413,18216419.576303538,144779064.9191265,138343210.33658075,38830212.331008226,15232484.905677965,6589490.911993128
0.1114,8.2229,0.0009,0.0115,4.4614,57543.993733715666,51299051.900366195,106717544.56409116,18878046.118937332,151258500.0103408,143857288.91830614,40281328.67981244,15781372.77123707,6822536.775470188
0.1983,8.2161,0.0008,0.0116,4.2443,60255.95860743581,53307589.02773455,111059452.04301348,19573872.044597108,158051816.49064797,149627553.05922806,41804543.90613898,16358537.754532043,7067496.263835936
0.2855,8.2089,0.0007,0.0117,4.0263,63095.7344480193,55423416.767360285,115627139.38575958,20309582.694356896,165174783.60597217,155709757.6300166,43411795.1028577,16965580.94615064,7325712.026083707
0.3732,8.2012,0.0006,0.0118,3.807,66069.34480075965,57674123.72026597,120477928.10120068,21091560.29509859,172739419.3412746,162197269.03299242,45120661.01584045,17613937.236812085,7601469.39726145
0.4614,8.193,0.0005,0.0119,3.5866,69183.09709189362,60074628.878940165,125665939.38314967,21928998.641707726,180809625.73393884,169103902.2092216,46946751.36931453,18308237.44679785,7896009.155758213
0.5499,8.1845,0.0004,0.0121,3.3652,72443.59600749906,61604761.23731651,129021107.11208704,22444089.031916123,186253622.99519122,173554872.77905574,48089330.11605763,18733102.891206715,8074038.675520857
0.6388,8.1756,0.0003,0.0122,3.143,75857.75750291836,64296207.66191509,134831648.21595034,23381537.307245303,195252142.75773025,181304210.85005406,50139477.82185328,19510158.507160004,8404306.929591447
0.7282,8.1662,0.0003,0.0123,2.9196,79432.82347242821,67176101.513379,141026679.97614032,24381616.75946874,204844943.0566905,189582099.86025593,52322591.38099334,20340903.349006817,8758129.109889098
-5.562,8.5093,15.3826,0.0087,18.6451,2511.88643150958,27495.809746948744,31897.232176543912,22155.125689918044,431.3571138947303,24742.811524439436,41185.17946738675,15721.78865629938,9453.29173651532
-5.482,8.5093,15.2236,0.0087,18.445,2630.2679918953813,32337.505389456743,35490.572055628625,27506.429385443404,508.9521634148708,27601.268824985455,45977.03521712909,20279.719973546362,12363.546335182065
-5.402,8.5092,15.0512,0.0087,18.2449,2754.2287033381663,38101.88958081308,39587.03723508061,34037.23069584733,609.1397837189089,30983.39808098123,51312.23868874077,25916.834408470444,16018.544822394231
-5.3219,8.5092,14.859,0.0087,18.0447,2884.031503126606,44650.51928621251,44022.327421563736,41617.33038484795,740.4179942123375,34783.160998740954,56935.21471315723,32486.427412999223,20446.69227198809
-5.2418,8.5091,14.6502,0.0087,17.8446,3019.9517204020162,51935.762734933094,48904.9703106686,50131.906176709366,904.8924501926952,39138.93887119828,62942.06147409491,39816.39662141958,25599.003562586186
-5.1618,8.509,14.4226,0.0087,17.6444,3162.2776601683795,60409.67706488009,54620.16397378548,60044.6362483057,1131.2457608458892,44455.86315834496,69723.78624636594,48228.300015270834,31829.004879085358
-5.0817,8.509,14.1681,0.0087,17.4442,3311.311214825911,69769.64514231244,61126.9884087118,70898.03821576967,1445.8291109437366,50770.22019202655,77150.89398202041,57219.222710895774,38902.997098642874
-5.0016,8.5089,13.8738,0.0087,17.2439,3467.368504525317,80084.13961778293,68914.87925872004,82420.30516812656,1882.248521909509,58615.03747134404,85707.92142589175,66555.19402902092,46505.36537301682
-4.9214,8.5087,13.5489,0.0087,17.0436,3630.780547701014,91551.72131034773,78935.61547534366,94205.05733028082,2568.484591867154,69190.91071184502,96157.01272368526,75931.49555562586,54028.51871776771
-4.8413,8.5086,13.185,0.0087,16.8433,3801.8939632056126,104661.3938151913,90430.0976042131,107684.75348818064,3504.9107606504176,81674.9819101439,107870.07055496443,86628.73125724735,62768.689406532394
-4.7611,8.5084,12.7743,0.0087,16.6428,3981.0717055349733,119924.11276442948,105728.72611493155,121897.33705286623,5034.043508480788,98912.0144792284,122704.63355215358,97962.9723612338,71295.65459269287
-4.6809,8.5082,12.3053,0.0087,16.4423,4168.693834703355,138620.19776491966,125948.50000332808,138201.965058148,7615.123741477319,122452.89215118003,141468.89548312602,111117.37005047359,80438.33282808604
-4.6006,8.5079,11.7447,0.0088,16.2415,4365.158322401661,160036.7322481924,151170.19055798298,155434.48520004054,12107.936251080908,153264.7241521693,163235.31578608468,125214.64161229365,89432.67514443972
-4.5202,8.5075,11.0581,0.0088,16.0405,4570.881896148751,191011.57035409877,188289.5252977134,179915.00247739445,20401.877036150447,197770.81712003547,194883.0750558886,145363.4141905907,101834.80162680596
-4.4397,8.507,10.2446,0.0088,15.8393,4786.300923226385,228044.53817238606,234631.415430121,208289.50081005428,34618.64981864906,255153.89825550714,232666.64300150625,168801.03875025405,115978.16196786675
-4.3591,8.5063,9.2719,0.0088,15.6376,5011.872336272725,274068.8484564529,294243.0140204008,242542.2371847985,60621.98122407631,327764.722124109,279237.74599727156,197212.80709476388,132707.73037033324
-4.2782,8.5055,8.1821,0.0088,15.4356,5248.074602497728,335721.9021087968,376449.01101666066,286831.85338016914,96798.83393422536,429143.17292855005,342085.0727802652,233999.59988590083,153736.22818099422
-4.1972,8.5045,7.0345,0.0088,15.233,5495.408738576249,407924.3921303168,476064.8979855426,336687.79944133334,146120.15549805152,553505.8405681315,415235.16333343985,275483.1972895299,176919.71118553937
-4.1161,8.5034,6.061,0.0088,15.0303,5754.399373371566,493923.483431254,600048.2320836858,392778.20325207384,212907.09079733762,711741.3666352524,501434.39895928436,322207.10647091665,202365.382269684
-4.0351,8.5024,5.3478,0.0088,14.8278,6025.595860743575,592460.8741849014,745669.1238991462,455184.4100226686,298201.707374606,899088.0137817932,599258.3908030455,374261.46634769725,230237.58526482334
-3.9542,8.5015,4.7646,0.0088,14.6256,6309.57344480193,705634.2868298973,918303.3328448277,523633.44686411886,407295.98194568075,1124610.6913207322,710123.8904796654,431534.0953102995,260289.24382804683
-3.8735,8.5007,4.2074,0.0088,14.4236,6606.934480075957,834564.0540329615,1121053.039533069,598339.0935060245,545544.429640865,1392137.742588737,834476.524728282,494100.2968559099,292480.0321077304
-3.7928,8.5,3.73,0.0088,14.2219,6918.309709189362,980707.9029578392,1356145.104403636,680122.8705357629,715599.6602579603,1704677.4173594208,973675.2342645739,562930.9343721364,327292.6268250976
-3.7121,8.4993,3.3129,0.0088,14.0202,7244.359600749898,1147254.2495506431,1627594.3010724394,771236.1520757216,917804.37953107,2067103.4313227362,1130873.7511672543,639874.959122495,365675.80130105827
-3.6314,8.4987,2.9537,0.0088,13.8184,7585.775750291836,1334810.6867522562,1938144.5330828829,870777.8616120532,1156192.4410169101,2484518.3455143613,1305972.7756902352,724527.9015766325,407245.4321181964
-3.5507,8.498,2.6305,0.0089,13.6167,7943.282347242814,1514694.3521186558,2244768.1490557864,960755.125733127,1397962.2907521222,2900998.7315206267,1471497.2497741156,801900.429018056,443405.9869471342
-3.47,8.4973,2.3343,0.0089,13.4149,8317.63771102671,1754062.2663628312,2647594.629882482,1082661.5419617195,1704886.4405817464,3448796.2601860403,1691996.4781901725,906902.1799461375,493357.2932768993
-3.3893,8.4966,2.0607,0.0089,13.2132,8709.635899560806,2027145.8939748744,3111512.0809131684,1218127.3944609058,2054827.9135831285,4083828.9068230013,1941419.8008115275,1024520.0117850791,548278.9251877768
-3.3085,8.4958,1.7862,0.0089,13.0113,9120.108393559096,2338218.035483976,3645285.025425098,1368272.851914389,2453214.1257626866,4820227.531194224,2223716.685300382,1156006.9519200963,608473.3374566118
-3.2277,8.495,1.5428,0.0089,12.8093,9549.92586021436,2691070.069971075,4257272.912676603,1533390.2947199782,2906266.6393187162,5669014.12262276,2541437.62234032,1301608.7091286848,673785.3325976327
-3.147,8.4943,1.3299,0.0089,12.6074,10000.0,3086917.3808376044,4951895.7321265815,1712587.2646761402,3422436.9551059734,6640297.526734592,2895205.8974132864,1460563.5085982122,743569.4748682689
-3.0661,8.4934,1.1701,0.0089,12.4054,10471.285480508985,3517588.283509364,5720203.660133307,1900783.7485253434,4006595.1107321633,7718049.132069073,3277022.737589368,1627797.7574069505,815608.1423108532
-2.9853,8.4926,1.0462,0.0089,12.2032,10964.78196143185,3969766.898147832,6540508.155631747,2091475.1562707457,4660316.9766534725,8873757.14573199,3674171.7593180137,1796720.1807513123,887567.829896122
-2.9044,8.4916,0.9315,0.0089,12.0009,11481.536214968817,4436137.573766863,7402381.9732178105,2282299.8943331554,5387849.509204757,10088521.849157136,4079054.000350507,1964809.48422102,958432.5457293472
-2.8234,8.4907,0.8267,0.0089,11.7985,12022.644346174131,4915016.793455595,8302549.843826017,2472935.05054953,6190068.524503406,11360240.847286021,4489515.287519355,2131475.9945236873,1028398.7799452497
-2.7424,8.4897,0.7334,0.0089,11.596,12589.254117941662,5396162.332446217,9220012.111282807,2658598.2231028886,7041342.293133045,12662152.475124096,4896879.922783631,2292558.6018816764,1095977.2839819405
-2.6614,8.4887,0.6504,0.0089,11.3935,13182.567385564074,5839356.712064965,10077933.575019203,2824182.1914419793,7852635.819641007,13885052.90695579,5267438.2700152965,2435569.04554284,1155477.658646629
-2.5804,8.4877,0.5765,0.009,11.1909,13803.842646028837,6065966.401166918,10551312.503610145,2892462.2829671046,8353537.972805966,14576140.079962587,5445709.234917084,2492845.943852004,1176783.4369994819
-2.4993,8.4866,0.5097,0.009,10.9883,14454.39770745928,6470532.165590027,11347664.46844475,3039958.8477824745,9151039.94594752,15719637.734201398,5776894.670273172,2617311.6618169164,1229522.6882871652
-2.4182,8.4855,0.4485,0.009,10.7854,15135.612484362071,6976217.310061752,12348849.164392278,3224539.523987323,10200711.177148916,17149147.404495254,6187774.083323371,2773674.1578136487,1295557.065518394
-2.337,8.4843,0.3939,0.009,10.5825,15848.93192461114,7556836.057272802,13505369.972294975,3440865.561381883,11489746.612156034,18782895.11219683,6659083.32355351,2956211.0787790045,1373082.231489055
-2.2557,8.483,0.3456,0.009,10.3793,16595.869074375598,8191812.446388164,14775646.284697784,3679829.5667589866,12984656.08047665,20559025.883899637,7172233.9804789955,3157151.6283869045,1459273.0002728393
-2.1744,8.4817,0.3028,0.009,10.1761,17378.00828749376,8875237.845925206,16150519.108639756,3937927.3943788903,14665958.479164617,22465833.366690803,7722082.713197525,3373614.388146722,1552303.1799387885
-2.0931,8.4804,0.2647,0.009,9.9727,18197.008586099826,9610367.61235401,17637071.923299853,4213739.705961507,16537522.61640878,24515600.371906694,8311022.329625443,3604918.4136669766,1651872.5910992702
-2.0116,8.4789,0.2298,0.009,9.769,19054.607179632483,10402554.516328596,19249811.71393724,4509700.54425659,18613603.18420391,26732682.065870486,8944054.752426453,3853145.7782710954,1758314.4579384285
-1.9301,8.4773,0.1983,0.0091,9.5651,19952.62314968879,11013928.040724823,20547014.15814277,4721390.684337731,20465986.596533913,28499993.932693083,9415788.254663981,4029560.442459395,1831550.00969016
-1.8484,8.4757,0.1704,0.0091,9.3611,20892.96130854041,11924007.340089416,22419644.413179904,5056266.297612974,22978024.351984754,31057376.545175515,10135768.515050113,4310599.502639306,1951545.9499871228
-1.7667,8.474,0.1457,0.0091,9.1568,21877.616239495517,12915232.677000288,24471958.088223126,5417886.950314593,25772270.761660032,33853592.91391885,10915827.98710167,4613788.417775784,2080744.6247844212
-1.685,8.4722,0.1238,0.0091,8.9524,22908.676527677748,13996589.79484381,26719524.19278676,5809114.5283271335,28887681.381408952,36908361.66000447,11763503.42829625,4942397.536334717,2220131.9222435644
-1.6031,8.4703,0.1037,0.0091,8.7476,23988.329190194898,15186658.764219983,29208464.071997467,6235480.692227457,32382672.32911724,40283274.667967685,12691024.525513314,5300754.301841618,2371913.142005388
-1.521,8.4683,0.0856,0.0092,8.5426,25118.864315095823,16148395.024701392,31287859.313617073,6559293.569687427,35541832.45885368,43083591.307367526,13417877.213321304,5571405.959769428,2483166.904345329
-1.4389,8.4662,0.0695,0.0092,8.3372,26302.679918953814,17589332.742289856,34325419.228703886,7068008.591646268,39930046.4420877,47192381.882629015,14531947.270275244,5998529.5749188205,2662967.777055041
-1.3567,8.464,0.0554,0.0092,8.1317,27542.28703338169,19229560.77848472,37803834.231871165,7644992.58905197,45017338.510977186,51879035.99289826,15798061.979767354,6482832.555927729,2866592.1770169334
-1.2743,8.4616,0.0431,0.0092,7.9259,28840.31503126606,21115888.721619755,41815360.96647749,8309541.645461485,50968260.91632025,57262710.0032674,17250584.44121548,7037927.754602758,3100601.2039983086
-1.1919,8.4592,0.0325,0.0093,7.7197,30199.51720402019,22762456.153328083,45384296.48594634,8872925.321800807,56575652.68577946,62018556.69972509,18498374.64576395,7506103.733285599,3296216.0438941345
-1.1092,8.4565,0.0232,0.0093,7.513,31622.776601683792,25057579.806932747,50274250.84305792,9689621.802122304,63966055.8462873,68555397.7785335,20268124.853600103,8184168.494823208,3584723.5495636207
-1.0264,8.4536,0.0159,0.0093,7.3059,33113.112148259075,27447267.96025034,55368863.30038402,10538694.77045455,71685211.82670526,75349722.12951744,22107191.38076626,8889033.89058584,3885578.334697616
-0.9434,8.4507,0.0106,0.0093,7.0985,34673.685045253165,29841395.064085037,60470785.18013207,11389556.840821719,79452866.97571202,82164015.3568637,23949341.17838352,9593444.380496763,4186544.086552307
-0.8604,8.4477,0.0073,0.0094,6.8909,36307.8054770101,31518773.705773044,64129196.370547466,11967874.221277868,85298179.61627394,87014543.27622999,25218761.870850705,10069426.864447778,4388194.39959911
-0.7774,8.4446,0.0053,0.0094,6.6834,38018.93963205613,33797868.52056376,68994710.64772968,12775473.817423446,92729893.88666427,93512968.80637704,26970174.77548301,10738033.435580997,4674399.844237451
-0.6943,8.4416,0.004,0.0094,6.4757,39810.71705534969,36051995.82849963,73820298.61048524,13572411.42988479,100096700.68348575,99942876.52020118,28700123.187619872,11398422.53118501,4956850.935667811
-0.6111,8.4384,0.0032,0.0095,6.2678,41686.93834703355,37505746.0551899,76995313.96499908,14067778.21553701,105222413.59360419,104145459.77590394,29788748.476297963,11806828.325801166,5129255.767411121
-0.5278,8.4351,0.0026,0.0095,6.0596,43651.58322401656,39724442.299669676,81753112.15490791,14852019.57182876,112509257.71827522,110499507.3108311,31492871.232868116,12455846.528243585,5406725.929400746
-0.4445,8.4318,0.0021,0.0096,5.8512,45708.818961487515,41103854.84641121,84771338.15426323,15322522.133333504,117406733.1448177,114515714.23166795,32526475.15177103,12842157.532725502,5570306.5967398845
-0.361,8.4283,0.0018,0.0096,5.6424,47863.0092322638,43363322.77884291,89604338.64991248,16118709.095079198,124811040.55273262,120966491.92291455,34254450.252869934,13501996.560954614,5852199.193521613
-0.2773,8.4246,0.0015,0.0096,5.4333,50118.72336272725,45499073.50810634,94182245.07430366,16872143.378695533,131805339.4478752,127076453.57422674,35888640.07400912,14127912.388048053,6118980.933446398
-0.1935,8.4208,0.0013,0.0097,5.2237,52480.74602497723,46877187.874692135,97204872.79977208,17338409.458815146,136701097.5551628,131082309.25244702,36921216.29098788,14512993.160129115,6282291.69655198
-0.1095,8.4167,0.0011,0.0097,5.0136,54954.08738576248,49276692.60752059,102350044.61135569,18183992.973816395,144587917.11741444,137931698.33809933,38757521.75666551,15213775.052400973,6581397.130256527
-0.0251,8.4124,0.001,0.0098,4.8029,57543.993733715666,50733271.448275365,105530829.89381038,18678438.726091642,149714311.91004992,142152794.22305664,39848072.29452693,15621700.517797448,6753507.937681181
0.0594,8.4079,0.0009,0.0098,4.5915,60255.95860743581,53305603.91406037,111045088.21437733,19583962.643870156,158162426.28031114,149511776.15634957,41814539.34084246,16371493.790920662,7073093.7530580005
0.1441,8.4032,0.0007,0.0099,4.3798,63095.7344480193,54867431.503953956,114456672.43269226,20115106.404950067,163638345.87301874,154048389.7332657,42988181.99451857,16810865.36236106,7258906.072524743
0.2289,8.3984,0.0006,0.0099,4.1677,66069.34480075965,57628143.66029193,120370791.32967871,21084452.794864208,172713021.0533203,161963503.6479511,45097148.14691923,17616112.288739182,7601007.776160654
0.3141,8.3931,0.0006,0.01,3.9546,69183.09709189362,59350587.09459594,124139932.47757405,21672685.23077241,178729182.9459148,166973500.57980582,46393748.94603738,18100912.08807428,7806593.506902919
0.3997,8.3876,0.0005,0.01,3.7409,72443.59600749906,62400061.73415941,130674697.92374651,22742213.03619503,188762391.09394345,175698297.07588938,48719123.68803758,18988928.495146256,8184300.484917379
0.4855,8.3818,0.0004,0.0101,3.5262,75857.75750291836,64349069.57019033,134917646.65550402,23405071.698676717,195484677.63099036,181336322.7658596,50185322.628873385,19538792.0858381,8416641.292924017
0.5717,8.3756,0.0004,0.0102,3.3107,79432.82347242821,66420887.74143987,139415532.31579676,24114173.422696933,202635310.62668794,187329946.31932104,51743895.900817275,20125195.857300755,8663656.45257777
-5.6731,8.6661,14.5421,0.0077,18.9227,2511.88643150958,27097.14710250189,31638.07523633312,21681.597262121046,458.49438316033684,24970.434641294243,40461.130939886476,15370.181954377615,9253.800143071147
-5.593,8.666,14.3209,0.0077,18.7224,2630.2679918953813,32104.32690568861,35609.84263608982,27030.325349267932,544.9717870985054,28169.951667664995,45679.15039410275,19904.854565652808,12057.023730465964
-5.5129,8.6659,14.0998,0.0077,18.5222,2754.2287033381663,37736.669562126124,39614.12380009866,33404.98438614244,643.241446160371,31441.70595633569,50914.09372385256,25383.938609936224,15653.091203391921
-5.4328,8.6658,13.8786,0.0077,18.322,2884.031503126606,44320.389557031885,44210.97111365474,40923.358961180034,772.847879489767,35359.49890850053,56754.20148868449,31882.987490671145,19985.73458955905
-5.3527,8.6657,13.6575,0.0077,18.1217,3019.9517204020162,51684.88674962958,49227.757717869936,49459.676687128565,945.222431808599,39798.44483006672,62950.33095157694,39242.711605946504,25093.435024674593
-5.2726,8.6656,13.4363,0.0077,17.9215,3162.2776601683795,60128.94293068588,54990.80211290968,59277.690255620255,1172.557151101521,45076.075937100926,69842.21715580468,47572.83234253362,31197.523152255897
-5.1925,8.6656,13.2152,0.0077,17.7213,3311.311214825911,69663.22389556913,61763.23774853018,70211.98851137402,1485.1626532119128,51578.190498232165,77638.6576018573,56681.1964279068,38187.40223063983
-5.1124,8.6655,12.994,0.0077,17.521,3467.368504525317,80116.79529274727,69632.19001741169,81901.39011088447,1921.5603095690312,59454.68764962014,86345.16379442357,66203.20407777926,45831.08256006414
-5.0323,8.6654,12.7763,0.0077,17.3208,3630.780547701014,91800.187660195,79493.21365760748,94174.05547157423,2580.2038544025436,69763.15319347486,96738.2034394273,76018.44975214286,53732.87962559121
-4.9522,8.6652,12.5365,0.0077,17.1205,3801.8939632056126,105167.98887556112,91430.2809916357,107738.58641815357,3540.739856527694,82707.73010019674,108882.48338887599,86791.86262174917,62430.97474356479
-4.8721,8.6651,12.2638,0.0077,16.9202,3981.0717055349733,120304.96995955452,106505.01416825537,121913.35221443391,4986.2496595210405,99656.60818178221,123560.0335878635,98084.18973618359,70957.795697668
-4.7919,8.665,11.9467,0.0077,16.7198,4168.693834703355,140024.35118286012,128070.77997969871,138883.6984240506,7705.734114678941,124608.05059722254,143482.19690479522,111840.47650979325,80293.44942094151
-4.7117,8.6647,11.5411,0.0077,16.5193,4365.158322401661,163005.99196328415,154031.680799664,158230.8908138725,11910.610419260305,155835.39345921655,166647.19870584062,127526.07958103174,90857.36044257002
-4.6314,8.6645,11.0645,0.0077,16.3186,4570.881896148751,194465.94974787562,191694.6774308888,183185.57544689946,19907.376018789,201718.67269617354,198809.90495401004,148060.43083008841,103600.08594300908
-4.5511,8.6641,10.4536,0.0077,16.1177,4786.300923226385,230379.36081505872,236859.0889481843,210577.16432690376,35675.82456807732,257102.38291184235,235092.09040927893,170686.43541762547,117284.36360823743
-4.4706,8.6636,9.6915,0.0077,15.9165,5011.872336272725,278409.1914166546,298985.45027546654,246179.15298252166,59732.957717556565,333385.03542005527,283999.7891969154,200188.44622008674,134561.28186860285
-4.3901,8.6631,8.8429,0.0077,15.7151,5248.074602497728,340066.2786916001,381285.2934958252,290383.0570923861,95960.83529863656,435097.0130372905,346703.3337662436,236896.69878889716,155553.61761590643
-4.3093,8.6624,7.8581,0.0077,15.5133,5495.408738576249,412746.6613460532,481781.42793551995,340479.73878975055,145765.25599052059,560720.070848348,420298.67190318403,278585.821077393,178846.36418394712
-4.2285,8.6615,6.9187,0.0077,15.3112,5754.399373371566,499854.45712408354,607309.471668555,397311.62570219755,213547.26798833095,721017.9916363438,507595.7973479788,325926.0015571765,204606.8247429431
-4.1477,8.6607,6.1839,0.0077,15.1092,6025.595860743575,599078.272786274,753997.7579618919,460141.3614133398,300202.3030383034,909632.7787980321,606063.3439095421,378337.1680967849,232659.13852595238
-4.067,8.66,5.6146,0.0077,14.9074,6309.57344480193,712924.548073891,927534.4618677867,529189.5665544077,410104.01360709115,1135811.0822925484,717658.8051304846,436072.81037102715,262954.2022831128
-3.9864,8.6594,5.1078,0.0077,14.7059,6606.934480075957,842720.5200059017,1131592.4846704581,604520.8343674956,549406.7864492292,1404837.533325657,843020.2710522738,499251.0751055497,295447.3613840334
-3.9058,8.6588,4.6342,0.0078,14.5044,6918.309709189362,964619.0045272674,1333405.6758815586,669211.6889378536,703341.5345312741,1675630.8471658,957878.1409506057,553848.8441903704,321982.56861987506
-3.8252,8.6583,4.1795,0.0078,14.303,7244.359600749898,1126667.622396565,1598830.0397640266,757327.1353539684,904661.8256675475,2030197.7719155487,1110581.0599153088,628277.1336764921,359080.94598813396
-3.7447,8.6577,3.7482,0.0078,14.1017,7585.775750291836,1310375.64918253,1903015.385327756,854916.1436145466,1140266.2355960952,2437913.806105018,1282065.6447721662,711264.6975350023,399790.3993313992
-3.6641,8.6572,3.3391,0.0078,13.9003,7943.282347242814,1518853.2470163375,2251968.4379437068,963393.0702034051,1412557.9203922702,2908160.3356634867,1475265.7594007156,803954.0988341485,444623.44636007556
-3.5836,8.6566,2.9646,0.0078,13.6989,8317.63771102671,1756450.0910203822,2652664.341694624,1084235.2384319857,1724273.940531229,3451265.3148332983,1693831.7243262755,908053.1174317446,494210.94660576916
-3.503,8.656,2.6328,0.0078,13.4974,8709.635899560806,2026729.6169464889,3112879.4285980724,1218550.4602647186,2079343.622073247,4079607.173932246,1940842.3613271953,1024687.0644113731,548721.9846673666
-3.4224,8.6554,2.3464,0.0078,13.2959,9120.108393559096,2334940.4774461435,3642187.4992411886,1367613.937408959,2483626.3830940644,4806825.393678602,2220190.615720304,1155024.6523804502,608572.5517890654
-3.3417,8.6548,2.0945,0.0078,13.0943,9549.92586021436,2684576.684087782,4248565.317075709,1531805.124432661,2943650.633796075,5645967.148132184,2535071.7908186517,1299903.9209448975,673771.0716965673
-3.2611,8.6541,1.862,0.0078,12.8927,10000.0,3077200.6390842786,4938127.504976413,1710501.7311554626,3466779.8578374484,6604779.857470456,2886092.609120384,1458381.8600004783,743622.2239454621
-3.1804,8.6535,1.6462,0.0078,12.691,10471.285480508985,3507484.9317338727,5704824.642874842,1900043.3869622098,4060750.1088886205,7676059.753786477,3267911.319282501,1626864.0177611262,816492.8023624814
-3.0997,8.6528,1.4465,0.0078,12.4893,10964.78196143185,3962742.146649302,6528934.31624867,2093550.870144945,4726354.19387925,8831172.070049535,3668345.753982823,1798669.0168227067,889758.9406258814
-3.019,8.652,1.2511,0.0078,12.2874,11481.536214968817,4432776.287494566,7396091.910348843,2287512.7219271082,5468223.596500003,10047507.67973095,4077089.664183629,1969659.9474732922,962126.907619705
-2.9382,8.6512,1.0776,0.0078,12.0854,12022.644346174131,4916270.993636137,8303138.829599931,2481552.788253284,6290515.903030229,11321353.38835943,4493143.2261752635,2139691.9547594665,1033790.080433721
-2.8574,8.6504,0.9347,0.0078,11.8834,12589.254117941662,5408487.296390642,9241070.839660132,2674013.023148424,7178707.607067667,12642074.543903923,4911229.880167874,2306700.733552899,1103957.516119919
-2.7766,8.6496,0.8282,0.0078,11.6814,13182.567385564074,5885126.656927582,10161604.774380827,2853931.323113526,8074697.558833336,13944994.483952807,5310681.580666727,2462585.1357866414,1169048.0468438459
-2.6958,8.6488,0.7384,0.0078,11.4794,13803.842646028837,6286310.291918768,10946676.893061664,3002226.942425296,8851283.775705224,15061157.385290826,5644042.334820019,2589591.457379079,1222003.2491709716
-2.6149,8.648,0.6555,0.0079,11.2773,14454.39770745928,6499064.344596905,11400852.376039386,3062094.1575405835,9370899.65528654,15723650.055028005,5807179.970147322,2639041.845167163,1239616.6002920836
