log(L),logg,age(Gyrs),Radius,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
-1.0138,9.0458,0.0367,0.0055,7.2744,43651.58322401656,38852560.049832225,79936683.50410013,14559529.625289373,110619092.4359731,107716485.02864186,30838559.891936414,12234186.033933714,5311977.013479915
-0.9319,9.044,0.0272,0.0055,7.0699,45708.818961487515,40890238.18817914,84315248.79200315,15273808.614303669,117346486.55613789,113543472.78381485,32396201.312516727,12827294.92438946,5564884.911614847
-0.8499,9.042,0.0191,0.0055,6.8648,47863.0092322638,42971413.57613238,88778157.17176008,16005429.930377802,124231031.44308366,119509429.49636596,33982403.24472826,13433063.883527877,5823394.166040559
-0.7677,9.0398,0.0126,0.0055,6.6592,50118.72336272725,44909646.889450796,92936459.97696696,16685811.93843747,130626139.21022244,125061079.5316548,35466153.471294515,13997648.388382044,6064237.295585132
-0.6854,9.0374,0.0077,0.0055,6.4534,52480.74602497723,47060836.27458671,97549742.16411406,17440034.689959206,137730489.50943834,131220646.5273492,37103432.522774495,14622279.46915434,6330764.91792015
-0.6029,9.035,0.0041,0.0055,6.2472,54954.08738576248,49274206.62711918,102307182.80839674,18216600.933529057,145047447.63121423,137556834.51861775,38791278.101434015,15264939.244831178,6604747.0115888035
-0.5201,9.0322,0.0018,0.0055,6.0403,57543.993733715666,51572672.878759116,107247240.33963268,19022489.123341188,152668729.35369182,144145859.87875324,40544699.78763402,15932909.162553838,6889317.293793451
-0.4377,9.0298,0.001,0.0056,5.8343,60255.95860743581,51991095.11902917,108276809.62746641,19132717.95621782,154703242.36202106,145502849.37833944,40820978.80544568,16019332.106580755,6922221.820521002
-0.3556,9.0277,0.0007,0.0056,5.6291,63095.7344480193,54266144.30016027,113171077.4991489,19927676.73175037,162277913.83620945,152023769.9616579,42552336.728378534,16678784.796932416,7202537.233082806
-0.2736,9.0257,0.0006,0.0056,5.424,66069.34480075965,56609453.89696765,118210335.7401234,20742288.449961964,170082415.87155813,158763804.75817606,44332621.60501114,17355790.737305824,7490063.713817436
-0.1916,9.0236,0.0005,0.0056,5.2189,69183.09709189362,59032199.539085574,123428499.90849438,21586223.50352725,178163779.05298015,165726324.33110967,46174628.92816921,18055287.370162364,7786916.39754664
-0.1095,9.0216,0.0004,0.0056,5.0137,72443.59600749906,61541625.81737323,128829538.43253684,22460357.748850696,186543197.22035336,172930460.58458915,48079884.312573425,18779516.432242624,8094043.0884346245
-0.0274,9.0194,0.0003,0.0056,4.8085,75857.75750291836,64151817.55130746,134466917.9731183,23367737.718183167,195262756.54313514,180464381.82168168,50068365.51027617,19532795.584947936,8413283.278356167
0.0548,9.0173,0.0003,0.0056,4.603,79432.82347242821,66878875.9706129,140350980.4442701,24311775.09154955,204371068.71775693,188291839.46659517,52139086.03800542,20316290.078071874,8745920.232298125
-6.3417,9.4487,3.6802,0.0035,20.5943,2511.88643150958,27918.297488276992,32687.026575482098,22303.6856120808,755.056379535178,27971.223504237652,40024.26628917168,16042.955188186876,9729.386975840143
-6.2615,9.4484,3.6727,0.0035,20.3936,2630.2679918953813,32925.23858378078,37048.90836327031,27356.25445862597,865.1658754207651,31776.89533300359,45423.79124910279,20284.502957650224,12342.5665430353
-6.1812,9.4482,3.6652,0.0035,20.193,2754.2287033381663,39171.385295877415,42210.00621759484,33879.47210608773,999.1239770040658,36280.34961618009,51784.92830705472,25801.4652751099,15865.197298610963
-6.101,9.448,3.6577,0.0035,19.9924,2884.031503126606,46166.71045926506,47825.04817001192,41329.16535245686,1164.285211841523,41212.73755612663,58662.87984803382,32154.69321791387,19984.140635677766
-6.0207,9.4477,3.6502,0.0035,19.7918,3019.9517204020162,54076.544289556725,53957.94686501077,49922.53552981685,1359.625750625243,46634.94441908275,66130.73952234797,39475.20285292306,24898.058174039616
-5.9405,9.4475,3.6427,0.0036,19.5912,3162.2776601683795,60031.61371329367,57855.74673024481,56946.58981082075,1535.4315791357756,50239.180971007976,70738.2752359538,45584.317580082025,29234.56018174671
-5.8602,9.4473,3.6353,0.0036,19.3906,3311.311214825911,70155.22435120735,65691.0953239868,68006.07685250435,1864.6205594390588,57470.179111832564,79956.62728305772,54880.17121099366,35840.70670723295
-5.78,9.447,3.6278,0.0036,19.19,3467.368504525317,81534.23820039516,74642.55611456266,80372.5452604946,2314.9971914714147,65996.75020634485,90193.3393085635,65123.1587589127,43428.6735167076
-5.6997,9.4468,3.6203,0.0036,18.9894,3630.780547701014,94776.35841254078,85661.66338210825,94342.57416099761,2968.8651273778923,77012.73564397529,102295.01408943618,76541.23363457648,52063.88410302997
-5.6195,9.4466,3.6128,0.0036,18.7887,3801.8939632056126,109088.76316598436,98316.52121762895,108920.0223807271,3881.060997501496,90282.28673303286,115593.78020980081,88278.60415908191,61124.67521139109
-5.5393,9.4463,3.6053,0.0036,18.5881,3981.0717055349733,125840.37905897795,114442.28046154689,124999.34056959693,5253.279021939492,107974.83539781967,131708.70100826293,101161.54594339101,70855.98904035357
-5.4592,9.4463,3.5964,0.0036,18.3881,4168.693834703355,145177.73545523323,134656.24613176408,142399.25655015983,7454.705109614771,131208.67525172554,150860.1261349466,115126.54131451374,80935.03604989394
-5.3792,9.4462,3.582,0.0036,18.1879,4365.158322401661,168880.6989815767,161133.74588964332,162460.47620487877,11201.352604017995,162645.68677837215,174748.9063749209,131381.87561242355,91946.78841777281
-5.2991,9.4462,3.56,0.0036,17.9878,4570.881896148751,197997.64183117877,195698.05228310343,185689.6603763595,17567.520478720584,204796.50964084198,204462.876543679,150388.7873976683,104005.56185980403
-5.2191,9.4461,3.5322,0.0036,17.7877,4786.300923226385,237323.10283841152,244583.13270641034,215629.27460973393,29251.65674101819,265657.78707596695,244643.9422770218,175055.3780024294,118909.50315839093
-5.139,9.4461,3.4936,0.0036,17.5875,5011.872336272725,281669.62644302397,302681.9361214015,247894.9741404102,50599.994364757906,338347.1718284153,289370.6411183928,201769.47202965335,134591.16877098416
-5.0589,9.446,3.4357,0.0036,17.3873,5248.074602497728,337706.9650168083,378291.43053052993,287466.8181020263,83450.7930977891,433553.3543536229,345887.1807336458,234625.6331400448,153382.76572490865
-4.9788,9.4458,3.3579,0.0036,17.1869,5495.408738576249,409204.1389650781,477558.4162896447,336316.1493360019,131265.46110438262,558988.0847337304,417882.7716023877,275255.1526922846,176042.10968382095
-4.8986,9.4457,3.2507,0.0036,16.9865,5754.399373371566,493741.9384952548,599606.7362923558,391370.17089041206,195880.16829164673,715620.1335070906,502405.59413690434,321111.2029890744,200953.95799788472
-4.8184,9.4455,3.122,0.0036,16.7861,6025.595860743575,590337.0188462782,743201.3729742024,452301.18118317396,284125.667137167,900000.0854228078,597880.6066258912,371993.59100212407,228168.96084880285
-4.7383,9.4453,3.005,0.0036,16.5857,6309.57344480193,700325.6254534589,911142.9167254176,519167.7680068108,394448.6449560165,1118001.9232786356,705625.8241233408,427932.6839381527,257523.32109188027
-4.6581,9.4452,2.9121,0.0036,16.3853,6606.934480075957,825695.6902931135,1107609.069616403,592471.8517505868,530481.7755018445,1375822.9533332658,826826.6505343582,489345.34074355545,289132.26906223985
-4.578,9.445,2.8276,0.0036,16.1849,6918.309709189362,967698.3884648987,1335815.5764114722,672276.1772802095,698474.3601010655,1677886.3874196934,962264.5054521018,556385.05710252,323040.19554900716
-4.4978,9.4449,2.7433,0.0036,15.9846,7244.359600749898,1127457.0790958356,1598919.1473089214,758695.8733890823,904628.921917015,2028254.9785061684,1112383.3159721156,629296.7047014184,359299.46000164916
-4.4177,9.4448,2.6582,0.0036,15.7843,7585.775750291836,1305870.2193398972,1898219.8181737817,852447.6579553478,1151093.1472840258,2428413.0086582485,1278010.631072368,708753.8933363744,398232.3755835132
-4.3376,9.4447,2.572,0.0036,15.584,7943.282347242814,1505844.121193164,2237414.783395555,955053.5470994563,1438237.0373487223,2882720.5937977484,1461821.9087552961,796407.7133223627,440571.66710049176
-4.2575,9.4445,2.4848,0.0036,15.3837,8317.63771102671,1730214.780957763,2621479.7258584164,1068040.5012137163,1767626.356138649,3398150.0408614976,1666842.1209104965,893666.4574282462,486918.82405767916
-4.1773,9.4444,2.3968,0.0036,15.1833,8709.635899560806,1983627.0309662505,3057641.0709318416,1193624.493073825,2141265.247345956,3984763.500070559,1897118.53214221,1002340.9131544846,538042.4783619505
-4.0972,9.4443,2.3084,0.0036,14.983,9120.108393559096,2268924.359598285,3552274.3775476133,1332010.7257141192,2563955.4124711696,4653744.657537327,2154837.210523816,1123402.6851253943,594095.9126944563
-4.017,9.4441,2.22,0.0036,14.7826,9549.92586021436,2591433.196431576,4115157.8943003677,1484935.9511904349,3042499.17033213,5417545.290069223,2443962.098540955,1258042.9188917968,655505.8388787747
-3.9369,9.444,2.1316,0.0036,14.5823,10000.0,2954609.0096312035,4754956.008166583,1653132.7202473714,3584515.547792032,6290462.108502549,2767798.4800432073,1407393.2299195265,722398.0491648738
-3.8568,9.4438,2.0433,0.0036,14.3819,10471.285480508985,3362792.094756947,5480579.769898171,1837163.1339019479,4201752.512857046,7283205.276189887,3129928.8592461376,1571721.0061512494,794944.0525860611
-3.7766,9.4436,1.9552,0.0036,14.1814,10964.78196143185,3811184.888471937,6289071.081109761,2034546.9764785604,4901290.776704723,8392329.960903183,3525773.964737626,1747975.9685079788,871317.7563513598
-3.6964,9.4434,1.8674,0.0036,13.981,11481.536214968817,4288446.710813233,7161211.547427536,2238245.5097447177,5685785.458822977,9590528.729704197,3943977.8435167153,1929369.7167205408,949153.7425023746
-3.6162,9.4432,1.7802,0.0036,13.7804,12022.644346174131,4781674.593414405,8078793.423937896,2443361.474575644,6557683.747942049,10851319.496851249,4372144.092140929,2110646.2844990203,1026447.0821435703
-3.536,9.443,1.6937,0.0036,13.5799,12589.254117941662,5291027.488230579,9041208.887956506,2650133.3163958006,7525068.687945052,12174259.386627652,4809439.506281921,2292004.4557365254,1103409.1080268386
-3.4557,9.4428,1.6084,0.0036,13.3793,13182.567385564074,5818620.300255996,10054176.461573264,2860142.83269527,8594694.979968933,13566960.190715976,5257925.96294094,2474317.6755864024,1180800.5982008213
-3.3755,9.4426,1.5246,0.0036,13.1788,13803.842646028837,6358871.045421066,11104691.638014665,3070066.0700211837,9744296.011913309,15013520.823324492,5711819.390985587,2655922.863514151,1257351.0954347583
-3.2953,9.4424,1.4432,0.0036,12.9782,14454.39770745928,6889378.062428919,12149167.041002128,3270602.1801381796,10915169.104980612,16454418.945100676,6152540.291814332,2828886.07300254,1329770.1028184956
-3.2151,9.4422,1.3649,0.0036,12.7778,15135.612484362071,7365801.616607999,13098648.958890107,3446574.9079946117,11995834.584767194,17766527.426531702,6545976.871310641,2980268.9463388547,1392568.4913973787
-3.1349,9.442,1.2896,0.0036,12.5772,15848.93192461114,7770697.7659246065,13910620.520482292,3593417.859198547,12936907.367621005,18890460.74558499,6878511.480912127,3106100.1714755357,1444696.313221918
-3.0547,9.4417,1.2174,0.0036,12.3767,16595.869074375598,8221290.944844796,14820624.476081379,3755845.526196821,14011043.082139585,20150347.989663966,7245935.54456197,3243810.3679960812,1502092.1085403985
-2.9744,9.4415,1.1484,0.0036,12.176,17378.00828749376,8781728.736220157,15956825.777997823,3956104.199354676,15389711.144780133,21725138.34284345,7697939.020554929,3413936.647019417,1572883.5286546203
-2.8939,9.441,1.0802,0.0036,11.9748,18197.008586099826,9452354.865924597,17326326.868613753,4197857.789217201,17106078.806945544,23609269.553377062,8236343.798643977,3619557.311587438,1658733.3039889282
-2.8133,9.4403,1.0125,0.0036,11.7732,19054.607179632483,10215509.165982092,18886283.44542703,4477006.468931123,19138613.342578795,25744386.72532389,8844931.350346018,3855275.8477466465,1758638.4514980766
-2.7327,9.4398,0.9473,0.0036,11.5718,19952.62314968879,11046380.985745843,20596171.68226565,4782199.854526436,21434357.42658349,28070008.92108848,9504613.615710575,4112779.7977420613,1868170.7347676028
-2.6523,9.4394,0.8848,0.0036,11.3708,20892.96130854041,11936033.191490293,22436055.378126305,5106786.738345489,23959098.25084845,30566277.434310995,10205974.208575878,4385866.998772635,1984159.4259009734
-2.5719,9.439,0.8247,0.0036,11.1698,21877.616239495517,12896148.273982743,24435796.702480957,5454911.6617746735,26751643.512765862,33272279.12049685,10961108.242638322,4678810.51849475,2108514.3666969347
-2.4914,9.4385,0.7671,0.0036,10.9685,22908.676527677748,13942479.602689492,26623583.05509039,5829988.819734419,29853170.989916094,36224512.591657646,11778621.508710925,4995459.675306598,2242314.7023018403
-2.4108,9.4379,0.7121,0.0036,10.767,23988.329190194898,15091764.437120473,29036649.568912543,6238895.651456804,33323489.17842675,39478673.399477474,12671104.321723603,5339928.6915883515,2387902.358541934
-2.329,9.4361,0.6572,0.0036,10.5626,25118.864315095823,16397589.794364637,31791169.406066503,6702359.548918587,37313884.9787995,43183968.52367636,13684044.143047066,5730802.709888347,2552563.5568876774
-2.2473,9.4343,0.6046,0.0036,10.3581,26302.679918953814,17865699.207967743,34900086.494497076,7220174.965681888,41878437.389285795,47359002.956436,14817483.984244913,6166737.434787355,2735876.97536704
-2.1635,9.4306,0.5511,0.0036,10.1488,27542.28703338169,19623660.322666302,38621265.77768808,7840571.541559004,47357685.43481963,52355528.831385896,16175379.045605581,6689219.661069384,2955946.4662734997
-2.0773,9.4244,0.4938,0.0036,9.9334,28840.31503126606,21770079.640703656,43158516.01835223,8605730.112830097,54039393.78748449,58436278.56111711,17835876.909450732,7330531.386684919,3228022.584066664
-1.9921,9.4192,0.4396,0.0037,9.7203,30199.51720402019,22838184.189423446,45585640.02450889,8940242.012352256,58203891.42158859,61654404.02604175,18607842.433173273,7602160.090554472,3337783.1499821693
-1.9031,9.4102,0.381,0.0037,9.4977,31622.776601683792,25462531.02680841,51129089.23580832,9884376.404516399,66409776.9949395,69075510.63089238,20643152.45224391,8389518.015486052,3674668.0885937405
-1.8086,9.3956,0.3159,0.0038,9.2614,33113.112148259075,27088055.221112512,54674435.9838867,10440120.953852478,72042417.32205877,73797280.67127484,21868161.612226885,8844906.898400964,3867001.7872587782
-1.7097,9.3768,0.2475,0.0039,9.0143,34673.685045253165,28942484.22747075,58670837.9260667,11086220.426509926,78253947.73632905,79140417.7029955,23277174.051889632,9376726.421268066,4093099.969813468
-1.6188,9.3659,0.1946,0.0039,8.7871,36307.8054770101,31734802.897639785,64574684.17383367,12092149.541632617,87013423.47226948,87055925.74787623,25443113.42303277,10213421.25981063,4452176.284778208
-1.5374,9.3644,0.1644,0.0039,8.5834,38018.93963205613,33832633.58698416,69065679.78878291,12832270.605416168,93900143.49803413,93041850.22065589,27047694.592719268,10824584.750303501,4713813.023757491
-1.4562,9.3633,0.1406,0.0039,8.3806,39810.71705534969,35863758.82054747,73428100.01252298,13546387.960606422,100606549.89030623,98854931.18962401,28600277.960828964,11415402.920861721,4966521.867210213
-1.3751,9.3622,0.1194,0.0039,8.1778,41686.93834703355,37877020.17656322,77743178.16933492,14254221.705499362,107267029.96859533,104625690.71921816,30136322.44522508,12000828.932010856,5216417.605313726
-1.2939,9.361,0.1004,0.0039,7.9747,43651.58322401656,39892918.091307014,82084714.26842055,14960410.467338476,113947881.68202837,110407439.50756784,31675994.142022748,12586101.943088483,5465782.577601471
-1.2126,9.3596,0.0836,0.0039,7.7714,45708.818961487515,41919472.14185634,86437518.57360978,15672688.769170156,120666372.19026802,116230026.85337816,33220812.802084334,13174412.12630949,5717054.758873336
-1.1311,9.3582,0.0686,0.0039,7.5679,47863.0092322638,43976008.23554251,90853631.4264995,16393191.393910969,127498846.58519757,122123245.70244858,34789665.57357441,13772451.290418813,5972172.618229846
-1.0496,9.3567,0.0553,0.0039,7.3641,50118.72336272725,45862297.2995135,94907883.99917662,17055462.83547024,133753838.99107769,127537628.76705642,36228491.74498697,14319611.816865986,6205436.730361828
-0.968,9.3551,0.0436,0.0039,7.1601,52480.74602497723,47966254.26612212,99426531.83928445,17790309.736298483,140729860.10685962,133572894.8031456,37831211.908782944,14929705.63911424,6465652.387843931
-0.8863,9.3534,0.0333,0.004,6.9558,54954.08738576248,47650233.88816414,98935356.30416916,17629205.52058317,140590341.9854641,132864075.37472655,37523166.92647042,14787694.724195594,6399434.280068696
-0.8045,9.3515,0.0243,0.004,6.7512,57543.993733715666,49762826.11337639,103483598.469039,18366768.023335416,147623496.45365393,138920894.0218434,39132670.43210555,15397863.89393671,6659192.71423427
-0.7223,9.3493,0.0165,0.004,6.5457,60255.95860743581,51973867.71163527,108240931.77749047,19138713.479721047,154965666.0957326,145280581.51715502,40814970.35300092,16039117.776499875,6932048.352912198
-0.6396,9.3467,0.01,0.004,6.339,63095.7344480193,54323161.4503712,113279551.83769344,19959641.69453092,162747935.2059531,152015394.02657968,42604893.63170004,16719391.852522075,7221403.021976911
-0.556,9.3431,0.0047,0.004,6.1301,66069.34480075965,56862380.44053377,118738490.13085392,20848400.475649882,171141560.38336977,159296989.95656216,44538899.84998041,17457436.719204407,7535317.974966938
-0.4712,9.3383,0.0013,0.004,5.9181,69183.09709189362,59679480.86651022,124781879.31645419,21834977.10024192,180416181.74618673,167373835.92508796,46689528.19881225,18276813.340930417,7883908.647471695
-0.3882,9.3353,0.0006,0.004,5.7106,72443.59600749906,62348360.33384411,130530355.90704851,22765266.608656067,189284689.65406495,175036076.35961506,48723613.037641436,19050241.099019874,8212239.061663486
-0.3061,9.3331,0.0004,0.0041,5.5052,75857.75750291836,61855355.30761156,129653364.56281237,22541614.067432784,188567896.5367144,173844053.07354552,48280499.502468415,18856137.90151229,8124073.662690977
-0.2242,9.3312,0.0003,0.0041,5.3004,79432.82347242821,64431361.110855296,135214663.40494308,23432844.46967269,197182222.13642517,181250761.0326158,50235618.60838951,19596239.81707714,8437501.29684831
