log(L),logg,age(Gyrs),Radius,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
-4.0645,7.6178,8.2016,0.0162,14.9014,4365.158322401661,150922.84739778045,141345.33378063698,147925.3802595594,13773.53576050183,143475.4260671216,152023.04913228683,118847.60382798963,86192.90872227897
-3.9796,7.6128,6.8888,0.0163,14.6889,4570.881896148751,182477.70512638724,179001.34573260075,173179.91200345996,23927.661776198885,188257.52440036924,184384.43600579476,139677.11310535605,99011.66351032877
-3.8932,7.6065,5.6703,0.0165,14.4731,4786.300923226385,218462.6165373134,224008.0452998933,201013.31927519408,42121.86400017332,241746.20424036752,221172.73051201476,162754.3371573052,112795.9944786445
-3.8059,7.5992,4.7168,0.0166,14.2547,5011.872336272725,270028.02704188944,289691.2173309883,239958.72592566733,68011.02088806457,320679.6316817869,274159.4953127982,195022.30405938736,131766.61518704225
-3.7185,7.5918,4.1004,0.0167,14.0363,5248.074602497728,332868.0233294522,372905.3056836789,285416.96330198203,104318.78680616789,422566.05785474175,338521.70979944535,232759.55424988532,153415.28236514877
-3.6318,7.585,3.6586,0.0169,13.8194,5495.408738576249,401025.15016530536,467970.0892288832,331695.2972831836,150696.11659240807,542143.3599080633,407723.79587361583,271323.2745770415,174682.0004519584
-3.5462,7.5795,3.3474,0.017,13.6055,5754.399373371566,484715.8002087002,589296.2291164565,385740.1816714346,215445.59912723574,697894.3934700029,491497.8532505593,316317.0606608099,199105.7137909079
-3.4616,7.5749,3.0829,0.0171,13.3939,6025.595860743575,580273.5814417286,732081.2502675456,445123.4789677681,298925.6960835424,883517.8566839036,585905.0580620898,365888.0607702723,225459.91827690767
-3.3773,7.5706,2.7743,0.0172,13.1832,6309.57344480193,689363.2469931229,899942.1872044838,510147.57859752147,404891.4222403256,1104156.5634578005,692345.0224245299,420304.0407707213,253842.69632992314
-3.2931,7.5664,2.4917,0.0172,12.9728,6606.934480075957,823622.3543798971,1108497.2269610795,589082.1044392633,540727.648117286,1379464.9123696934,822096.0740397988,486456.00101176323,288220.3705650162
-3.209,7.5623,2.2381,0.0173,12.7625,6918.309709189362,967414.9914037014,1338133.0539292546,669916.257227928,697819.7610411089,1686069.0092958529,959505.0432550103,554585.1710235015,322588.8555462941
-3.1248,7.5581,2.0128,0.0174,12.552,7244.359600749898,1132000.2500313022,1604179.6703677196,760141.1207923895,881732.7529417772,2044320.8387331762,1115323.8044044217,630960.1957427597,360547.98226790817
-3.0406,7.5539,1.8018,0.0175,12.3415,7585.775750291836,1320410.3563636383,1912649.5712770594,860669.9224189667,1094559.4948140983,2463153.3727540625,1292121.5528354277,716711.4814190615,402369.88477749814
-2.9562,7.5495,1.6003,0.0176,12.1306,7943.282347242814,1537020.584147205,2270942.662757478,972942.9775993486,1338844.4862516832,2954623.9683469124,1493461.847360763,812971.1303004746,448493.5797136597
-2.8716,7.5449,1.4167,0.0177,11.9191,8317.63771102671,1785658.8338507593,2687107.0731145553,1098009.7352856987,1616772.5882809556,3531352.0805949997,1722633.6849719232,921115.1520978361,499200.5248759884
-2.7868,7.54,1.2506,0.0178,11.7069,8709.635899560806,2071023.4420299467,3170089.328742768,1236609.8994005688,1931770.21400611,4208114.494244835,1983259.1353005765,1041982.5705562447,554500.0139512555
-2.7015,7.5348,1.101,0.0179,11.4938,9120.108393559096,2396618.775803276,3727738.532403456,1388950.1579111102,2288175.9048674526,4997830.122177243,2277788.552958468,1175748.402001579,614151.4818518168
-2.6159,7.5292,0.967,0.018,11.2799,9549.92586021436,2764649.0512346197,4367234.323994172,1554131.321716825,2693831.703573593,5912655.041952649,2607801.061824298,1321646.9221285891,677698.5490578567
-2.5304,7.5237,0.8477,0.0181,11.066,10000.0,3167727.899325911,5081528.376037747,1727410.573941321,3155864.2977854675,6942732.020826262,2964983.7554333243,1474970.4152239545,742992.476756818
-2.4441,7.5173,0.7406,0.0183,10.8502,10471.285480508985,3552735.2077234494,5782682.200185395,1881787.3467303913,3631560.5573471286,7965726.164895765,3300025.445235987,1611529.5731568406,799317.619984663
-2.357,7.5103,0.6448,0.0184,10.6326,10964.78196143185,3989416.4427476833,6583788.3152424395,2055687.4164174397,4199908.452703462,9134649.883077722,3676409.011917231,1763862.8490332423,863189.0451330947
-2.2697,7.503,0.5594,0.0186,10.4142,11481.536214968817,4376824.480803478,7318222.616989965,2197894.4633720466,4745146.023021093,10222136.212955268,4001599.12658704,1887793.8663197595,913683.2800136828
-2.1822,7.4955,0.4838,0.0187,10.1954,12022.644346174131,4739164.7468055105,8006971.667244218,2331253.549339395,5265895.748726352,11249269.960498251,4302652.3303495515,2001784.1492165439,962184.492158064
-2.0943,7.4876,0.4169,0.0189,9.9757,12589.254117941662,5060359.963106813,8635110.441377629,2443594.365725017,5787244.910424907,12192252.375800258,4561375.858456264,2095737.3372483025,1002069.7629842536
-2.0058,7.4791,0.3577,0.0191,9.7545,13182.567385564074,5478205.061607723,9449411.68300568,2596844.7645911574,6528429.754800473,13391240.74283071,4900413.566759445,2224301.8579830537,1057194.3453344577
-1.9168,7.4701,0.3059,0.0193,9.5321,13803.842646028837,5953199.016375649,10375209.784455301,2777653.7364024646,7448706.3251539385,14728988.876257503,5287189.178980726,2375230.9362254166,1122604.9374732263
-1.8274,7.4607,0.2611,0.0195,9.3084,14454.39770745928,6461833.992773902,11374237.232767476,2973332.6559498277,8500534.753826596,16156166.844339307,5701514.659568151,2538582.2341628955,1193747.1378064628
-1.7374,7.4507,0.2226,0.0197,9.0836,15135.612484362071,7010880.538185759,12454865.802528866,3184639.4533384,9686859.87894544,17689481.356188715,6147336.910817529,2714738.5294901156,1270600.7685940212
-1.6471,7.4404,0.1893,0.02,8.8577,15848.93192461114,7528787.303432742,13494957.26194013,3378568.52725212,10910771.953941569,19150828.225675605,6562049.116124805,2876076.726735293,1339928.3461393612
-1.5563,7.4295,0.1607,0.0202,8.6307,16595.869074375598,8168875.562523986,14769601.098836787,3623848.094844911,12397460.439211786,20936535.280569248,7080056.592813964,3080900.8372843615,1429021.7113224384
-1.4649,7.4182,0.1356,0.0205,8.4023,17378.00828749376,8786932.641772186,16017833.784380235,3854117.948391214,13939517.707558388,22676698.718432434,7573066.07253497,3273050.732875692,1511450.205274817
-1.3728,7.4061,0.1131,0.0208,8.172,18197.008586099826,9468002.18357543,17403028.63997871,4107958.5563656115,15678654.865349934,24594663.345752504,8115827.321954973,3485088.324922741,1602414.6104609657
-1.2796,7.3929,0.0924,0.0211,7.9391,19054.607179632483,10229634.30906931,18954249.55096008,4391650.928901274,17651863.458445065,26740076.266616166,8721969.37521776,3721992.9700613352,1704106.1956931062
-1.1848,7.3781,0.073,0.0215,7.7021,19952.62314968879,10996844.892986286,20534048.572587,4671709.22370135,19735064.50183637,28912831.97626243,9326153.262281567,3955701.7485366124,1803452.2425492685
-1.0894,7.3627,0.0564,0.0219,7.4636,20892.96130854041,11842865.29979053,22281441.038926944,4979485.748740678,22069233.024878316,31315497.998611122,9991972.689855086,4212425.464308887,1912904.7093702774
-0.9953,7.3486,0.0438,0.0222,7.2284,21877.616239495517,12832730.402249714,24322351.244396087,5340313.767540185,24788458.53548657,34117845.90022701,10769449.872368334,4514342.54785206,2041717.339688049
-0.9031,7.3364,0.0348,0.0226,6.9978,22908.676527677748,13720443.225243997,26194772.2317813,5652178.192986743,27432070.71945975,36673357.653545424,11455197.722591711,4774452.542035865,2150624.988957226
-0.811,7.3243,0.0286,0.0229,6.7676,23988.329190194898,14807237.921915807,28473479.391782388,6037842.203938914,30603035.447451286,39782913.68536758,12297830.512643764,5096470.261948924,2286391.5234507574
-0.7182,7.3115,0.0234,0.0232,6.5355,25118.864315095823,16031311.378430994,31046706.425826017,6470483.7917826995,34221536.13415078,43294385.75518802,13244741.857921854,5458640.452702334,2438740.5315366685
-0.6247,7.298,0.0191,0.0235,6.3017,26302.679918953814,17428069.96726056,33991926.59914312,6961406.571758276,38400753.43651845,47301163.95036411,14322002.443532871,5869008.446950457,2611474.8127068966
-0.5304,7.2837,0.0153,0.0239,6.0661,27542.28703338169,18888141.05891181,37105279.12560939,7466497.457462101,42965480.01210899,51524258.482839376,15440582.00058236,6291941.226870306,2787569.8855208647
-0.435,7.2683,0.0121,0.0243,5.8276,28840.31503126606,20646786.747463807,40852530.00395383,8078675.728347165,48500132.24714365,56571149.69562421,16786761.52528238,6802176.739406104,3001435.526998986
-0.3377,7.251,0.009,0.0248,5.5842,30199.51720402019,22609015.81767647,45053459.35493169,8764544.729748705,54849428.692428,62210571.43079693,18290943.42220772,7372199.809954082,3241590.899063908
-0.2349,7.2282,0.0057,0.0255,5.3273,31622.776601683792,24711815.820899278,49566829.892849095,9501504.154287329,61789560.92491866,68228714.89744046,19902109.307318788,7983256.775364687,3499622.5410961146
-0.1181,7.1914,0.0019,0.0265,5.0353,33113.112148259075,27165222.809235048,54799898.86160207,10373874.161792524,69730651.38057786,75216964.76397876,21793537.000528287,8706602.380642649,3807937.556969228
-0.0141,7.1673,0.001,0.0273,4.7751,34673.685045253165,29331868.226651903,59460178.79008544,11136466.868548777,76975084.78367749,81410844.17670684,23451691.576299015,9336307.884075321,4076207.389440732
0.088,7.1452,0.0006,0.028,4.5199,36307.8054770101,31549243.981974553,64220760.201550566,11918913.302588006,84325593.6556914,87750881.83389755,25152630.176113214,9983076.438375862,4352166.516201018
0.1905,7.1227,0.0003,0.0287,4.2637,38018.93963205613,33773900.98894132,68990248.83346221,12703076.982151933,91670938.28642544,94103062.79120243,26856887.16578272,10634000.236732764,4629965.68826656
0.2934,7.0999,0.0002,0.0294,4.0065,39810.71705534969,36015575.472857535,73793285.01151092,13495160.766075134,99051443.5426446,100506208.827394,28573589.896153226,11288748.518493764,4909608.986506543
0.3949,7.0784,0.0001,0.0302,3.7527,41686.93834703355,37911514.44198088,77878507.32191601,14155944.052101742,105463355.26788537,105943341.40829103,30014117.757334117,11834953.971218076,5142895.2662585545
0.496,7.0573,0.0001,0.0309,3.5001,43651.58322401656,40026540.95197871,82427958.91899809,14900325.803380867,112491190.03258757,111998084.0711931,31633154.986963596,12451552.391354898,5405857.671742017
0.5973,7.036,0.0,0.0317,3.2468,45708.818961487515,41951403.5013384,86575095.72020128,15572351.533303658,118969858.64411233,117524666.5799573,33096414.238062087,13007143.592781076,5643428.6886483515
0.6994,7.0139,0.0,0.0325,2.9915,47863.0092322638,44004622.266817935,91004901.27622566,16293935.825350067,125842908.74343309,123412977.46383262,34661930.41562004,13603596.356927129,5897865.225248947
0.8026,6.9907,0.0,0.0334,2.7335,50118.72336272725,35027737443.61473,57350679941.850945,17463841850.243546,51573016784.882065,76249081860.40857,35153335124.74723,19633942984.024334,11852463659.270105
0.9071,6.9662,0.0,0.0344,2.4723,52480.74602497723,33020841318.448177,54064802355.94513,16463260051.427874,48618167425.41832,71880430097.51671,33139242945.31082,18509026361.595947,11173382875.655216
1.013,6.9403,0.0,0.0354,2.2076,54954.08738576248,31181607123.27144,51053436525.20925,15546269761.608803,45910174761.8365,67876748188.73677,31293413875.13407,17478088540.376476,10551034472.641447
1.1205,6.9128,0.0,0.0365,1.9389,57543.993733715666,29330488108.53731,48022611759.0026,14623354035.997513,43184683508.75813,63847195166.22057,29435657370.435738,16440488973.734795,9924664559.756319
1.2299,6.8834,0.0,0.0378,1.6654,60255.95860743581,27347738572.967472,44776269222.538025,13634811045.6438,40265386330.54998,59531106184.17554,27445798362.14203,15329107132.539812,9253754345.997704
1.3416,6.8517,0.0,0.0392,1.3861,63095.7344480193,25429210994.50674,41635076866.365074,12678287311.574402,37440646218.07517,55354816847.27547,25520391589.287678,14253723341.353983,8604575150.806538
1.4562,6.8171,0.0,0.0408,1.0994,66069.34480075965,23473869895.35205,38433609979.29356,11703409394.498323,34561703794.53998,51098391099.69565,23558039294.840336,13157704629.984972,7942939229.944827
1.5748,6.7785,0.0,0.0427,0.8031,69183.09709189362,21431337188.597996,35089384857.00642,10685060201.316132,31554384987.875233,46652164910.79169,21508182753.025036,12012812791.853289,7251799965.8503895
1.6985,6.7348,0.0,0.0449,0.4937,72443.59600749906,19382613569.674175,31735023395.683167,9663624393.955233,28537951004.480644,42192462220.02736,19452113100.51191,10864450789.062645,6558565860.157121
1.8296,6.6836,0.0,0.0476,0.1659,75857.75750291836,17246108494.544357,28236937943.970768,8598423228.61101,25392272175.580383,37541675093.65394,17307947237.025547,9666885034.27467,5835628822.000279
1.9724,6.6209,0.0,0.0512,-0.1909,79432.82347242821,14906136620.559252,24405717665.073868,7431779256.613805,21947019426.17151,32447977356.032326,14959585011.201103,8355270933.249736,5043843978.780884
